election_year,State,Constituency,constituency_type,Party,Candidate,EVM_votes,Postal Votes,Total Votes,rank,units,Age,Gender
2024,Maharashtra,Buldhana,General,Independent,REKHA KAILAS POPHALKAR,1533.0,7.0,1540.0,21,"EVM_votes, postal_votes, total_votes in absolute number",36.0,F
2024,Maharashtra,Buldhana,General,Peoples Party of India (Democratic),PROF SUMANTAI TIRPUDE,1505.0,6.0,1511.0,22,"EVM_votes, postal_votes, total_votes in absolute number",72.0,F
2024,Maharashtra,Akola,General,Bharatiya Janata Party,ANUP SANJAY DHOTRE,454972.0,2058.0,457030.0,1,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Maharashtra,Akola,General,Indian National Congress,ABHAY KASHINATH PATIL,414557.0,1847.0,416404.0,2,"EVM_votes, postal_votes, total_votes in absolute number",59.0,M
2024,Maharashtra,Akola,General,Vanchit Bahujan Aaghadi,AMBEDKAR PRAKASH YASHWANT,275490.0,1257.0,276747.0,3,"EVM_votes, postal_votes, total_votes in absolute number",69.0,M
2024,Maharashtra,Akola,General,Indian National League,ADV NAJIB SHAIKH,3288.0,12.0,3300.0,5,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Maharashtra,Akola,General,Bahujan Samaj Party,KASHINATH VISHWANATH DHAMODE,2737.0,23.0,2760.0,6,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Maharashtra,Akola,General,Independent,MURLIDHAR LALSING PAWAR,2058.0,8.0,2066.0,7,"EVM_votes, postal_votes, total_votes in absolute number",63.0,M
2024,Maharashtra,Akola,General,Jay Vidarbha Party,ADHAU RAVIKANT RAMKRUSHNA,1710.0,24.0,1734.0,8,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Maharashtra,Akola,General,Independent,AACHARYADIP SUBHASHCHANDRA GANOJE,1610.0,8.0,1618.0,9,"EVM_votes, postal_votes, total_votes in absolute number",44.0,M
2024,Maharashtra,Akola,General,Independent,UJWALA VINAYAK RAUT,1298.0,8.0,1306.0,10,"EVM_votes, postal_votes, total_votes in absolute number",43.0,F
2024,Maharashtra,Akola,General,Independent,DHARMENDRA CHANDRAPRAKASH KOTHARI,1236.0,4.0,1240.0,11,"EVM_votes, postal_votes, total_votes in absolute number",58.0,M
2024,Maharashtra,Akola,General,Independent,DILIP SHATRUGHAN MHAISANE,860.0,2.0,862.0,12,"EVM_votes, postal_votes, total_votes in absolute number",57.0,M
2024,Maharashtra,Akola,General,Independent,ASHOK KISANRAO THORAT,573.0,8.0,581.0,13,"EVM_votes, postal_votes, total_votes in absolute number",54.0,M
2024,Maharashtra,Akola,General,Azad Adhikar Sena,MOHMMAD AJAZ MOHMMAD TAHER,564.0,4.0,568.0,14,"EVM_votes, postal_votes, total_votes in absolute number",36.0,M
2024,Maharashtra,Akola,General,Janseva Gondwana Party,BABAN MAHADEV SAYAM,535.0,2.0,537.0,15,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Maharashtra,Akola,General,Republican Party of India (Social),PRITI PRAMOD SADANSHIV,528.0,8.0,536.0,16,"EVM_votes, postal_votes, total_votes in absolute number",36.0,F
2024,Maharashtra,Amravati,Scheduled Caste,Indian National Congress,BALWANT BASWANT WANKHADE,524136.0,2135.0,526271.0,1,"EVM_votes, postal_votes, total_votes in absolute number",56.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Bharatiya Janata Party,NAVNEET RAVI RANA,504806.0,1734.0,506540.0,2,"EVM_votes, postal_votes, total_votes in absolute number",38.0,F
2024,Maharashtra,Amravati,Scheduled Caste,Prahar Janshakti Party,DINESH GANESHDAS BUB,84985.0,315.0,85300.0,3,"EVM_votes, postal_votes, total_votes in absolute number",52.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Republican Sena,ANANDRAJ YASHWANT AMBEDKAR,18713.0,80.0,18793.0,4,"EVM_votes, postal_votes, total_votes in absolute number",63.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,KISHOR BHIMRAO LABADE,4522.0,2.0,4524.0,5,"EVM_votes, postal_votes, total_votes in absolute number",42.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Bahujan Samaj Party,SANJAYKUMAR FATTESINGH GADGE,4485.0,28.0,4513.0,6,"EVM_votes, postal_votes, total_votes in absolute number",57.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,SUMITRA SAHEBRAO GAIKWAD,2686.0,4.0,2690.0,7,"EVM_votes, postal_votes, total_votes in absolute number",50.0,F
2024,Maharashtra,Amravati,Scheduled Caste,Independent,ARUN YASHWANTRAO BHAGAT,2086.0,2.0,2088.0,9,"EVM_votes, postal_votes, total_votes in absolute number",76.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,KISHOR DNYANESHWAR TAYDE,2070.0,2.0,2072.0,10,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,SURAJ DHANRAJ NAGDVANE,1815.0,3.0,1818.0,11,"EVM_votes, postal_votes, total_votes in absolute number",26.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,GAUTAM ALIAS ANANTA RAMDAS INGALE,1570.0,,1570.0,12,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,PRAMOD RAMKRUSHNA CHOURPAGAR,1306.0,1.0,1307.0,13,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,ANIL THAWARE ALIAS DR. ANILKUMAR NAGBUDDHA,1206.0,,1206.0,14,"EVM_votes, postal_votes, total_votes in absolute number",56.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,SURESH PUNDLIK MESHRAM,1051.0,1.0,1052.0,15,"EVM_votes, postal_votes, total_votes in absolute number",34.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,SATISH YASHWANTRAO GEDAM,942.0,1.0,943.0,16,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,MANOHAR KRUSHNAJI KURHADE,871.0,,871.0,17,"EVM_votes, postal_votes, total_votes in absolute number",64.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Naki Bharatiya Ekta Party,DIGAMBAR WAMAN BHAGAT,760.0,2.0,762.0,18,"EVM_votes, postal_votes, total_votes in absolute number",68.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Peoples Party of India (Democratic),ENGI. AVINASH HARISHCHANDRA DHANAWATE,725.0,5.0,730.0,19,"EVM_votes, postal_votes, total_votes in absolute number",67.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,HIMMAT BHIMRAO DHOLE,668.0,2.0,670.0,20,"EVM_votes, postal_votes, total_votes in absolute number",52.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Jay Vidarbha Party,SUSHAMA GAJANAN AWACHAR,656.0,3.0,659.0,21,"EVM_votes, postal_votes, total_votes in absolute number",39.0,F
2024,Maharashtra,Amravati,Scheduled Caste,Akhil Bhartiya Parivar Party,GANESH NANAJI RAMTEKE,624.0,5.0,629.0,22,"EVM_votes, postal_votes, total_votes in absolute number",46.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,MANKAR DNYANESHWAR KASHIRAO,538.0,1.0,539.0,23,"EVM_votes, postal_votes, total_votes in absolute number",62.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,TARA SURESH WANKHADE,526.0,1.0,527.0,24,"EVM_votes, postal_votes, total_votes in absolute number",51.0,F
2024,Maharashtra,Amravati,Scheduled Caste,Independent,SHRIKRUSHNA SAKHARAMJI KSHIRSAGAR,508.0,2.0,510.0,25,"EVM_votes, postal_votes, total_votes in absolute number",67.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Bahujan Bharat Party,ADV. RAJU MADHUKARRAO KALANE,495.0,,495.0,26,"EVM_votes, postal_votes, total_votes in absolute number",31.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,BHARAT CHAMPATRAO YANGAD,441.0,,441.0,28,"EVM_votes, postal_votes, total_votes in absolute number",62.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,VARSHA BHAGAWANTRAO BHAGAT,440.0,3.0,443.0,27,"EVM_votes, postal_votes, total_votes in absolute number",47.0,F
2024,Maharashtra,Amravati,Scheduled Caste,Desh Janhit Party,NARENDRA BABULAL KATHANE,422.0,,422.0,29,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,PRABHAKAR PANDURANG BHATKAR,365.0,,365.0,30,"EVM_votes, postal_votes, total_votes in absolute number",62.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,ADV. PRUTHVISAMRAT MUKINDRAO DIPWANSH,335.0,2.0,337.0,31,"EVM_votes, postal_votes, total_votes in absolute number",29.0,M
2024,Maharashtra,Amravati,Scheduled Caste,All India Forward Bloc,BHAURAO SAMPATRAO WANKHADE,328.0,1.0,329.0,33,"EVM_votes, postal_votes, total_votes in absolute number",69.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Rashtriya Ulama Council,GHAZI SAADUDDIN ZAHEER AHMED,325.0,6.0,331.0,32,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,RAVI GUNWANTRAO WANKHADE,286.0,2.0,288.0,34,"EVM_votes, postal_votes, total_votes in absolute number",30.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,SONALI SANJAY MESHRAM,270.0,2.0,272.0,35,"EVM_votes, postal_votes, total_votes in absolute number",37.0,F
2024,Maharashtra,Amravati,Scheduled Caste,Independent,SANDEEP BABULAL MESHRAM,257.0,,257.0,36,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,RAJESH TULSHIRAM KHADE,239.0,,239.0,37,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Maharashtra,Amravati,Scheduled Caste,Independent,RAJU MAHADEVRAO SONONE,230.0,2.0,232.0,38,"EVM_votes, postal_votes, total_votes in absolute number",53.0,M
2024,Maharashtra,Wardha,General,Nationalist Congress Party – Sharadchandra Pawar,AMAR SHARADRAO KALE,530761.0,2345.0,533106.0,1,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Maharashtra,Wardha,General,Bharatiya Janata Party,RAMDAS CHANDRABHAN TADAS,449599.0,1859.0,451458.0,2,"EVM_votes, postal_votes, total_votes in absolute number",71.0,M
2024,Maharashtra,Wardha,General,Bahujan Samaj Party,DR. MOHAN RAMRAOJI RAIKWAR,20653.0,142.0,20795.0,3,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Maharashtra,Wardha,General,Vanchit Bahujan Aaghadi,PROF. RAJENDRA GULABRAO SALUNKHE,15408.0,84.0,15492.0,4,"EVM_votes, postal_votes, total_votes in absolute number",64.0,M
2024,Maharashtra,Wardha,General,Independent,ASIF,15176.0,6.0,15182.0,5,"EVM_votes, postal_votes, total_votes in absolute number",31.0,M
2024,Maharashtra,Wardha,General,Independent,KISHOR BABA PAVAR,12917.0,3.0,12920.0,6,"EVM_votes, postal_votes, total_votes in absolute number",68.0,M
2024,Maharashtra,Wardha,General,Independent,SUHAS V. THAKARE,7639.0,9.0,7648.0,7,"EVM_votes, postal_votes, total_votes in absolute number",44.0,M
2024,Maharashtra,Wardha,General,Akhil Bhartiya Parivar Party,AKSHAY MEHARE BHARTIYA,5446.0,21.0,5467.0,8,"EVM_votes, postal_votes, total_votes in absolute number",29.0,M
2024,Maharashtra,Wardha,General,Gondvana Gantantra Party,MAROTI GULABRAO UIKE,4651.0,21.0,4672.0,9,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Maharashtra,Wardha,General,Independent,ADV. BHASKAR MAROTRAO NEWARE,4021.0,11.0,4032.0,11,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Maharashtra,Wardha,General,Independent,JAGADISH UDDVRAO WANKHADE,2338.0,11.0,2349.0,12,"EVM_votes, postal_votes, total_votes in absolute number",42.0,M
2024,Maharashtra,Wardha,General,Independent,POOJA PANKAJ TADAS,2121.0,14.0,2135.0,13,"EVM_votes, postal_votes, total_votes in absolute number",32.0,F
2024,Maharashtra,Wardha,General,Independent,ANIL K. GHUSHE,1967.0,4.0,1971.0,14,"EVM_votes, postal_votes, total_votes in absolute number",65.0,M
2024,Maharashtra,Wardha,General,Vidarbha Rajya Aghadi,ASHISH LEKHIRAM IZANKAR,1819.0,9.0,1828.0,15,"EVM_votes, postal_votes, total_votes in absolute number",37.0,M
2024,Maharashtra,Wardha,General,Independent,VIJAY DNYANESHWARRAO SHRIRAO,1723.0,15.0,1738.0,16,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Maharashtra,Wardha,General,Independent,ARVIND SHAMRAO LILLORE,1475.0,1.0,1476.0,17,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Maharashtra,Wardha,General,All India Forward Bloc,RAMRAO BAJIRAO GHODASKAR,1418.0,20.0,1438.0,18,"EVM_votes, postal_votes, total_votes in absolute number",74.0,M
2024,Maharashtra,Wardha,General,Lok Swarajya Party,KRUSHNA SUBHASHRAO FULKARI,1342.0,1.0,1343.0,19,"EVM_votes, postal_votes, total_votes in absolute number",27.0,M
2024,Maharashtra,Wardha,General,Maharashtra Vikas Aghadi,UMESH SOMAJI WAWARE,1231.0,15.0,1246.0,20,"EVM_votes, postal_votes, total_votes in absolute number",53.0,M
2024,Maharashtra,Wardha,General,Hindrashtra Sangh,KRUSHNA ANNAJI KALODE,1052.0,9.0,1061.0,21,"EVM_votes, postal_votes, total_votes in absolute number",68.0,M
2024,Maharashtra,Wardha,General,Independent,RAMESH SINHA,799.0,,799.0,22,"EVM_votes, postal_votes, total_votes in absolute number",71.0,M
2024,Maharashtra,Wardha,General,Republican Party of India,DR. MORESHWAR RAMJI NAGRALE,792.0,5.0,797.0,23,"EVM_votes, postal_votes, total_votes in absolute number",70.0,M
2024,Maharashtra,Wardha,General,Desh Janhit Party,DIXITA ANAND,731.0,5.0,736.0,24,"EVM_votes, postal_votes, total_votes in absolute number",38.0,F
2024,Maharashtra,Wardha,General,Independent,RAHUL T. BHOYAR,685.0,4.0,689.0,25,"EVM_votes, postal_votes, total_votes in absolute number",42.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Indian National Congress,Shyamkumar (Babalu) Daulat Barve,611894.0,1131.0,613025.0,1,"EVM_votes, postal_votes, total_votes in absolute number",46.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Shiv Sena,RAJU DEONATH PARVE,535234.0,1023.0,536257.0,2,"EVM_votes, postal_votes, total_votes in absolute number",54.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Bahujan Samaj Party,SANDIP SAHADEO MESHRAM,26003.0,95.0,26098.0,3,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Independent,KISHORE UTTAMRAO GAJBHIYE,24324.0,59.0,24383.0,4,"EVM_votes, postal_votes, total_votes in absolute number",66.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Independent,AJAY BAKARAM CHAVAN,6021.0,5.0,6026.0,6,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Baliraja Party,SANVIDHAN G LOKHANDE,5810.0,4.0,5814.0,7,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Gondvana Gantantra Party,ROSHANI ATUL GAJBHIYE,5108.0,29.0,5137.0,8,"EVM_votes, postal_votes, total_votes in absolute number",31.0,F
2024,Maharashtra,Ramtek,Scheduled Caste,Viro Ke Vir Indian Party,GOWARDHAN DEORAO KUMBHARE,3750.0,16.0,3766.0,9,"EVM_votes, postal_votes, total_votes in absolute number",69.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Independent,ARVIND SHIVAJI TANDEKAR,3208.0,7.0,3215.0,10,"EVM_votes, postal_votes, total_votes in absolute number",30.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Maharashtra Vikas Aghadi,SANJAY VASANTRAO BORKAR,1983.0,9.0,1992.0,11,"EVM_votes, postal_votes, total_votes in absolute number",58.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Vanchit Bahujan Aaghadi,SHANKAR CHINTAMAN CHAHANDE,1858.0,26.0,1884.0,12,"EVM_votes, postal_votes, total_votes in absolute number",56.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Bahujan Republican Socialist Party,ADV BHIMRAO SHENDE,1811.0,7.0,1818.0,13,"EVM_votes, postal_votes, total_votes in absolute number",60.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Akhil Bhartiya Parivar Party,GAIKWAD MANJUSHA SACHIN,1760.0,13.0,1773.0,14,"EVM_votes, postal_votes, total_votes in absolute number",30.0,F
2024,Maharashtra,Ramtek,Scheduled Caste,Bhim Sena,ASHISH BHAURAO SARODE,1600.0,20.0,1620.0,15,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Ambedkarite Party of India,PRAMOD SHRIPAT KHOBRAGADE,1337.0,3.0,1340.0,16,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Rashtra Samarpan Party,UMESH RAJU KHADSE,1223.0,6.0,1229.0,17,"EVM_votes, postal_votes, total_votes in absolute number",32.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Peoples Party of India (Democratic),SIDDHARTH GADIJI PATIL,975.0,2.0,977.0,18,"EVM_votes, postal_votes, total_votes in absolute number",58.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Independent,PREMKUMAR DASHRATH GAJBHARE,921.0,4.0,925.0,19,"EVM_votes, postal_votes, total_votes in absolute number",43.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Republican Party of India (A),RIDDHESHWAR ANANDRAO BELEY,908.0,5.0,913.0,20,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Jay Vidarbha Party,BHOJRAJ TUKARAM SARODE,881.0,7.0,888.0,21,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Independent,VILAS SHRIPAT KHADSE,857.0,3.0,860.0,22,"EVM_votes, postal_votes, total_votes in absolute number",59.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Independent,SUBHASH LOKHANDE,849.0,1.0,850.0,23,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Independent,KARTIK GENDLALJI DOKE,844.0,3.0,847.0,24,"EVM_votes, postal_votes, total_votes in absolute number",44.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Independent,ADV ULHAS SHALIKRAM DUPARE,780.0,1.0,781.0,25,"EVM_votes, postal_votes, total_votes in absolute number",58.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Independent,LAROKAR SURESH PUNDLIK,693.0,5.0,698.0,26,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Independent,SUNIL UTTAMRAO SALVE,649.0,2.0,651.0,27,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Independent,GOWARDHAN NAMDEO SOMDEVE,509.0,2.0,511.0,28,"EVM_votes, postal_votes, total_votes in absolute number",68.0,M
2024,Maharashtra,Ramtek,Scheduled Caste,Independent,VILAS GANESH ZODAPE,402.0,5.0,407.0,29,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Maharashtra,Nagpur,General,Bharatiya Janata Party,NITIN JAIRAM GADKARI,652809.0,2218.0,655027.0,1,"EVM_votes, postal_votes, total_votes in absolute number",67.0,M
2024,Maharashtra,Nagpur,General,Indian National Congress,VIKAS THAKRE,515941.0,1483.0,517424.0,2,"EVM_votes, postal_votes, total_votes in absolute number",57.0,M
2024,Maharashtra,Nagpur,General,Bahujan Samaj Party,YOGIRAJ ALIAS YOGESH PATIRAM LANJEWAR,19164.0,78.0,19242.0,3,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Maharashtra,Nagpur,General,Desh Janhit Party,KIVINSUKA VIRENDRA SURYAVANSHI,2055.0,4.0,2059.0,5,"EVM_votes, postal_votes, total_votes in absolute number",43.0,M
2024,Maharashtra,Nagpur,General,Independent,ADARSH RAVISHANKAR THAKUR,1749.0,1.0,1750.0,6,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Maharashtra,Nagpur,General,Independent,ADV ULHAS SHALIKRAM DUPARE,1346.0,2.0,1348.0,7,"EVM_votes, postal_votes, total_votes in absolute number",58.0,M
2024,Maharashtra,Nagpur,General,Minorities Democratic Party,FAHIM SHAMIM KHAN,1072.0,1.0,1073.0,8,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Maharashtra,Nagpur,General,Kunbi Bahujan Sawrajya Party,SURAJ BALRAM MISHRA,814.0,3.0,817.0,9,"EVM_votes, postal_votes, total_votes in absolute number",30.0,M
2024,Maharashtra,Nagpur,General,Independent,TEKRAJ BELKHODE,803.0,5.0,808.0,10,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Maharashtra,Nagpur,General,Akhil Bhartiya Parivar Party,GARUDADRI ANAND KUMAR,719.0,1.0,720.0,11,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Maharashtra,Nagpur,General,Independent,DHANU WALTHARE,690.0,2.0,692.0,12,"EVM_votes, postal_votes, total_votes in absolute number",77.0,M
2024,Maharashtra,Nagpur,General,Ambedkarite Party of India,VIJAY MANKAR,606.0,4.0,610.0,13,"EVM_votes, postal_votes, total_votes in absolute number",53.0,M
2024,Maharashtra,Nagpur,General,All India Forward Bloc,ADV. SANTOSH RAMKRISHNA LANJEWAR,565.0,2.0,567.0,14,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Maharashtra,Nagpur,General,Bahujan Republican Socialist Party,VISHESH VASANTA FUTANE,559.0,3.0,562.0,15,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Maharashtra,Nagpur,General,Bharatheeya Jawan Kisan Party,GUNWANT HARICHANDRA SOMKUWAR,465.0,6.0,471.0,16,"EVM_votes, postal_votes, total_votes in absolute number",59.0,M
2024,Maharashtra,Nagpur,General,Bhim Sena,SHRIDHAR NARAYAN SALVE,447.0,4.0,451.0,17,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Maharashtra,Nagpur,General,Rashtra Samarpan Party,SUNIL WANKHEDE,320.0,2.0,322.0,18,"EVM_votes, postal_votes, total_votes in absolute number",53.0,M
2024,Maharashtra,Nagpur,General,Bahujan Maha Party,DIPAK LAXMANRAO MASKE,267.0,3.0,270.0,19,"EVM_votes, postal_votes, total_votes in absolute number",46.0,M
2024,Maharashtra,Nagpur,General,Socialist Unity Centre Of India (COMMUNIST),NARAYAN TUKARAM CHOUDHARI,251.0,,251.0,20,"EVM_votes, postal_votes, total_votes in absolute number",60.0,M
2024,Maharashtra,Nagpur,General,Independent,SANTOSH TULSHIRAM CHAVHAN,242.0,,242.0,21,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Maharashtra,Nagpur,General,Independent,SUSHIL PATIL,236.0,1.0,237.0,22,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Maharashtra,Nagpur,General,Independent,SACHIN RAMKRUSHNARAO WAGHADE,202.0,,202.0,23,"EVM_votes, postal_votes, total_votes in absolute number",30.0,M
2024,Maharashtra,Nagpur,General,Independent,PRAFUL MANIKCHAND BHANGE,201.0,,201.0,24,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Maharashtra,Nagpur,General,Independent,VINAYAK BHAURAO AWCHAT,190.0,,190.0,25,"EVM_votes, postal_votes, total_votes in absolute number",52.0,M
2024,Maharashtra,Nagpur,General,Independent,BABITA RAJU AWASTHI,179.0,3.0,182.0,26,"EVM_votes, postal_votes, total_votes in absolute number",50.0,F
2024,Maharashtra,Nagpur,General,Independent,SAHIL BALCHAND TURKAR,129.0,,129.0,27,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Maharashtra,Bhandara Gondiya,General,Indian National Congress,DR. PRASHANT YADAORAO PADOLE,581678.0,5735.0,587413.0,1,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Maharashtra,Bhandara Gondiya,General,Bharatiya Janata Party,SUNIL BABURAO MENDHE,546222.0,3811.0,550033.0,2,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Maharashtra,Bhandara Gondiya,General,Bahujan Samaj Party,KUMBHALKAR SANJAY BHAIYY,25104.0,358.0,25462.0,3,"EVM_votes, postal_votes, total_votes in absolute number",52.0,M
2024,Maharashtra,Bhandara Gondiya,General,Vanchit Bahujan Aaghadi,SANJAY GAJANAN KEWAT,24528.0,330.0,24858.0,4,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Maharashtra,Bhandara Gondiya,General,Independent,SEWAKBHAU NIRDHAN WAGHAYE,12899.0,204.0,13103.0,5,"EVM_votes, postal_votes, total_votes in absolute number",58.0,M
2024,Maharashtra,Bhandara Gondiya,General,Akhil Bhartiya Parivar Party,AJAYKUMAR BHARTIYA,3998.0,59.0,4057.0,7,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Maharashtra,Bhandara Gondiya,General,Independent,SUMIT VIJAY PANDE,3719.0,,3719.0,8,"EVM_votes, postal_votes, total_votes in absolute number",42.0,M
2024,Maharashtra,Bhandara Gondiya,General,Independent,VIRENDRAKUMAR KASTURCHAND JAISWAL,2382.0,7.0,2389.0,9,"EVM_votes, postal_votes, total_votes in absolute number",68.0,M
2024,Maharashtra,Bhandara Gondiya,General,Peoples Party of India (Democratic),DEVILAL SUKHRAM NEPALE,2000.0,9.0,2009.0,10,"EVM_votes, postal_votes, total_votes in absolute number",58.0,M
2024,Maharashtra,Bhandara Gondiya,General,Independent,DR. AKASH MADHUKAR JIBHAKATE,1972.0,9.0,1981.0,11,"EVM_votes, postal_votes, total_votes in absolute number",27.0,M
2024,Maharashtra,Bhandara Gondiya,General,Lok Swarajya Party,VILAS BABURAO LENDE,1624.0,25.0,1649.0,12,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Maharashtra,Bhandara Gondiya,General,Independent,VILAS JIYALAL RAUT,1611.0,5.0,1616.0,13,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Maharashtra,Bhandara Gondiya,General,Independent,BENIRAM RAMCHAND FULBANDHE,1482.0,15.0,1497.0,14,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Maharashtra,Bhandara Gondiya,General,Independent,PRADEEP DHOBALE,1163.0,33.0,1196.0,15,"EVM_votes, postal_votes, total_votes in absolute number",57.0,M
2024,Maharashtra,Bhandara Gondiya,General,Independent,SURYAKIRAN ISHWAR NANDAGAWALI,1132.0,30.0,1162.0,16,"EVM_votes, postal_votes, total_votes in absolute number",43.0,F
2024,Maharashtra,Bhandara Gondiya,General,Independent,ITWALE SHARAD MARTAND,1020.0,8.0,1028.0,17,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Maharashtra,Bhandara Gondiya,General,Independent,TULSIRAM URKUDA GEDAM,831.0,11.0,842.0,18,"EVM_votes, postal_votes, total_votes in absolute number",56.0,M
