election_year,State,Constituency,constituency_type,Party,Candidate,EVM_votes,Postal Votes,Total Votes,rank,units,Age,Gender
2024,Uttar Pradesh,Ambedkar Nagar,General,Bhartiya Shakti Chetna Party,VIVEK KUMAR,1848.0,2.0,1850.0,9,"EVM_votes, postal_votes, total_votes in absolute number",28.0,M
2024,Uttar Pradesh,Baharaich,Scheduled Caste,Bharatiya Janata Party,ANAND KUMAR,518575.0,227.0,518802.0,1,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Uttar Pradesh,Baharaich,Scheduled Caste,Samajwadi Party,RAMESH CHANDRA,454454.0,121.0,454575.0,2,"EVM_votes, postal_votes, total_votes in absolute number",57.0,M
2024,Uttar Pradesh,Baharaich,Scheduled Caste,Bahujan Samaj Party,DR. BRIJESH KUMAR,50422.0,26.0,50448.0,3,"EVM_votes, postal_votes, total_votes in absolute number",44.0,M
2024,Uttar Pradesh,Baharaich,Scheduled Caste,Bhartiya Awam Party (Rastriya),ARVIND KUMAR,6158.0,2.0,6160.0,5,"EVM_votes, postal_votes, total_votes in absolute number",26.0,M
2024,Uttar Pradesh,Baharaich,Scheduled Caste,Independent,RAMESH BALMIKI,3223.0,4.0,3227.0,6,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Uttar Pradesh,Baharaich,Scheduled Caste,Independent,BECHULAL,2919.0,1.0,2920.0,7,"EVM_votes, postal_votes, total_votes in absolute number",64.0,M
2024,Uttar Pradesh,Baharaich,Scheduled Caste,Independent,JANARDAN GOND,2672.0,1.0,2673.0,8,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Uttar Pradesh,Baharaich,Scheduled Caste,Sardar Patel Siddhant Party,RAM MILAN,1699.0,,1699.0,9,"EVM_votes, postal_votes, total_votes in absolute number",36.0,M
2024,Uttar Pradesh,Baharaich,Scheduled Caste,Rashtra Dharak Dal,RINKU SAHANI,1681.0,2.0,1683.0,10,"EVM_votes, postal_votes, total_votes in absolute number",30.0,F
2024,Uttar Pradesh,Baharaich,Scheduled Caste,Independent,JAGRAM,1514.0,1.0,1515.0,11,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Uttar Pradesh,Kaiserganj,General,Bharatiya Janata Party,KARAN BHUSHAN SINGH,570436.0,827.0,571263.0,1,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Uttar Pradesh,Kaiserganj,General,Samajwadi Party,BHAGAT RAM,422012.0,408.0,422420.0,2,"EVM_votes, postal_votes, total_votes in absolute number",71.0,M
2024,Uttar Pradesh,Kaiserganj,General,Bahujan Samaj Party,NARENDRA PANDEY,44217.0,62.0,44279.0,3,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Uttar Pradesh,Kaiserganj,General,Independent,ARUNIMA PANDEY,9230.0,20.0,9250.0,5,"EVM_votes, postal_votes, total_votes in absolute number",48.0,F
2024,Uttar Pradesh,Shrawasti,General,Samajwadi Party,RAM SHIROMANI VERMA,510754.0,301.0,511055.0,1,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Uttar Pradesh,Shrawasti,General,Bharatiya Janata Party,SAKET MISRA,434192.0,190.0,434382.0,2,"EVM_votes, postal_votes, total_votes in absolute number",52.0,M
2024,Uttar Pradesh,Shrawasti,General,Bahujan Samaj Party,MUINUDDIN AHAMAD KHAN URF HAZI DADDAN KHAN,56225.0,26.0,56251.0,3,"EVM_votes, postal_votes, total_votes in absolute number",44.0,M
2024,Uttar Pradesh,Shrawasti,General,Peace Party,AHMAD JIYA KHAN,15630.0,,15630.0,4,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Uttar Pradesh,Shrawasti,General,Independent,SHANTI DEVI,4010.0,1.0,4011.0,6,"EVM_votes, postal_votes, total_votes in absolute number",41.0,F
2024,Uttar Pradesh,Shrawasti,General,Independent,SUJEET KUMAR,3946.0,,3946.0,7,"EVM_votes, postal_votes, total_votes in absolute number",30.0,M
2024,Uttar Pradesh,Shrawasti,General,Aam Janta Party (India),YUGAL KISHOR SHUKLA,2672.0,1.0,2673.0,8,"EVM_votes, postal_votes, total_votes in absolute number",34.0,M
2024,Uttar Pradesh,Shrawasti,General,Samyak Party,KRISHNA KUMAR MAURYA,2266.0,1.0,2267.0,9,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Uttar Pradesh,Shrawasti,General,Independent,MALIK RAM,2111.0,2.0,2113.0,10,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Uttar Pradesh,Shrawasti,General,Independent,ANIL KUMAR TIWARI,1513.0,1.0,1514.0,11,"EVM_votes, postal_votes, total_votes in absolute number",56.0,M
2024,Uttar Pradesh,Shrawasti,General,Kisan Mazdoor Sangharsh Party,HANUMAN PRASAD MISHRA,1494.0,1.0,1495.0,12,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Uttar Pradesh,Shrawasti,General,Rashtriya Janta Party,KUMARI GEETA GAUTAM,1317.0,2.0,1319.0,13,"EVM_votes, postal_votes, total_votes in absolute number",29.0,F
2024,Uttar Pradesh,Gonda,General,Bharatiya Janata Party,KIRTIVARDHAN SINGH,473691.0,567.0,474258.0,1,"EVM_votes, postal_votes, total_votes in absolute number",58.0,M
2024,Uttar Pradesh,Gonda,General,Samajwadi Party,SHREYA VERMA,427363.0,671.0,428034.0,2,"EVM_votes, postal_votes, total_votes in absolute number",31.0,F
2024,Uttar Pradesh,Gonda,General,Bahujan Samaj Party,SAURABH,29388.0,41.0,29429.0,3,"EVM_votes, postal_votes, total_votes in absolute number",34.0,M
2024,Uttar Pradesh,Gonda,General,Independent,RAM UJAGAR,3535.0,,3535.0,5,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Uttar Pradesh,Gonda,General,Independent,ARUNIMA PANDEY,3070.0,3.0,3073.0,6,"EVM_votes, postal_votes, total_votes in absolute number",48.0,F
2024,Uttar Pradesh,Gonda,General,Bhartiya Shakti Chetna Party,RAGHAVENDRA,2027.0,1.0,2028.0,7,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Uttar Pradesh,Gonda,General,Independent,RAJKUMAR,1988.0,1.0,1989.0,8,"EVM_votes, postal_votes, total_votes in absolute number",46.0,M
2024,Uttar Pradesh,Gonda,General,Bhartiya Uday Nirman Party,VINOD KUMAR SINGH,1482.0,1.0,1483.0,9,"EVM_votes, postal_votes, total_votes in absolute number",44.0,M
2024,Uttar Pradesh,Domariyaganj,General,Bharatiya Janata Party,JAGDAMBIKA PAL,462614.0,689.0,463303.0,1,"EVM_votes, postal_votes, total_votes in absolute number",74.0,M
2024,Uttar Pradesh,Domariyaganj,General,Samajwadi Party,BHISHMA SHANKAR ALIAS KUSHAL TIWARI,418910.0,1665.0,420575.0,2,"EVM_votes, postal_votes, total_votes in absolute number",59.0,M
2024,Uttar Pradesh,Domariyaganj,General,Aazad Samaj Party (Kanshi Ram),AMAR SINGH CHAUDHARY,81182.0,123.0,81305.0,3,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Uttar Pradesh,Domariyaganj,General,Bahujan Samaj Party,MD. NADEEM,35654.0,282.0,35936.0,4,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Uttar Pradesh,Domariyaganj,General,Peace Party,NAUSHAD AZAM,5134.0,4.0,5138.0,6,"EVM_votes, postal_votes, total_votes in absolute number",65.0,M
2024,Uttar Pradesh,Domariyaganj,General,Independent,KIRAN DEVI,3258.0,3.0,3261.0,7,"EVM_votes, postal_votes, total_votes in absolute number",32.0,F
2024,Uttar Pradesh,Basti,General,Samajwadi Party,RAM PRASAD CHAUDHARY,523487.0,3518.0,527005.0,1,"EVM_votes, postal_votes, total_votes in absolute number",70.0,M
2024,Uttar Pradesh,Basti,General,Bharatiya Janata Party,HARISH CHANDRA ALIAS HARISH DWIVEDI,424604.0,1407.0,426011.0,2,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Uttar Pradesh,Basti,General,Bahujan Samaj Party,LAVKUSH PATEL,102818.0,483.0,103301.0,3,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Uttar Pradesh,Basti,General,Log Party,PANKAJ DUBEY,4624.0,3.0,4627.0,5,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Uttar Pradesh,Basti,General,Moulik Adhikar Party,PREM KUMAR,3607.0,4.0,3611.0,6,"EVM_votes, postal_votes, total_votes in absolute number",30.0,M
2024,Uttar Pradesh,Basti,General,All India Forward Bloc,HAFIZ ALI,2985.0,3.0,2988.0,7,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Uttar Pradesh,Basti,General,Independent,RAM KARAN GAUTAM,2640.0,5.0,2645.0,8,"EVM_votes, postal_votes, total_votes in absolute number",73.0,M
2024,Uttar Pradesh,Basti,General,Independent,PRAMOD KUMAR,2554.0,3.0,2557.0,9,"EVM_votes, postal_votes, total_votes in absolute number",37.0,M
2024,Uttar Pradesh,Basti,General,Bharat Mahaparivar Party,SHAILENDRA KUMAR,2361.0,3.0,2364.0,10,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Uttar Pradesh,Sant Kabir Nagar,General,Samajwadi Party,LAXMIKANT PAPPU NISHAD,497488.0,1207.0,498695.0,1,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Uttar Pradesh,Sant Kabir Nagar,General,Bharatiya Janata Party,PRAVIN KUMAR NISHAD,405611.0,914.0,406525.0,2,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Uttar Pradesh,Sant Kabir Nagar,General,Bahujan Samaj Party,NADEEM ASHRAF,150549.0,263.0,150812.0,3,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Uttar Pradesh,Sant Kabir Nagar,General,Pragatisheel Samaj Party,DHEERAJ SRIVASTAV,5135.0,5.0,5140.0,5,"EVM_votes, postal_votes, total_votes in absolute number",30.0,M
2024,Uttar Pradesh,Sant Kabir Nagar,General,Independent,RAM KRISHNA DWIVEDI,4509.0,,4509.0,6,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Uttar Pradesh,Sant Kabir Nagar,General,Independent,SATYVANT PRATAP SINGH,4351.0,7.0,4358.0,7,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Uttar Pradesh,Sant Kabir Nagar,General,Sardar Patel Siddhant Party,KULDEEP,3591.0,4.0,3595.0,8,"EVM_votes, postal_votes, total_votes in absolute number",36.0,M
2024,Uttar Pradesh,Sant Kabir Nagar,General,Independent,MITRASEN,2535.0,9.0,2544.0,9,"EVM_votes, postal_votes, total_votes in absolute number",36.0,M
2024,Uttar Pradesh,Sant Kabir Nagar,General,Sarvjan Awaz Party,RAJENDRA YADAV URF COLONEL SAHAB,2229.0,10.0,2239.0,10,"EVM_votes, postal_votes, total_votes in absolute number",62.0,M
2024,Uttar Pradesh,Sant Kabir Nagar,General,Independent,ANAND KUMAR GAUTAM,1840.0,10.0,1850.0,11,"EVM_votes, postal_votes, total_votes in absolute number",34.0,M
2024,Uttar Pradesh,Sant Kabir Nagar,General,Naki Bharatiya Ekta Party,SUBHASH CHANDRA DUBEY,1702.0,6.0,1708.0,12,"EVM_votes, postal_votes, total_votes in absolute number",64.0,M
2024,Uttar Pradesh,Maharajganj,General,Bharatiya Janata Party,PANKAJ CHAUDHARY,590487.0,823.0,591310.0,1,"EVM_votes, postal_votes, total_votes in absolute number",59.0,M
2024,Uttar Pradesh,Maharajganj,General,Indian National Congress,VIRENDRA CHAUDHARY,555045.0,814.0,555859.0,2,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Uttar Pradesh,Maharajganj,General,Bahujan Samaj Party,MO MAUSME ALAM,32893.0,62.0,32955.0,3,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Uttar Pradesh,Maharajganj,General,Abhay Samaj Party,BRIJESH,8575.0,8.0,8583.0,5,"EVM_votes, postal_votes, total_votes in absolute number",43.0,M
2024,Uttar Pradesh,Maharajganj,General,Independent,CHHEDI MAJDOOR,3833.0,1.0,3834.0,6,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Uttar Pradesh,Maharajganj,General,Independent,RAMPRIT,3028.0,1.0,3029.0,7,"EVM_votes, postal_votes, total_votes in absolute number",59.0,M
2024,Uttar Pradesh,Maharajganj,General,Independent,SUNIL,2716.0,2.0,2718.0,8,"EVM_votes, postal_votes, total_votes in absolute number",32.0,M
2024,Uttar Pradesh,Maharajganj,General,Sardar Patel Siddhant Party,VINOD KUMAR PATEL,2415.0,3.0,2418.0,9,"EVM_votes, postal_votes, total_votes in absolute number",28.0,M
2024,Uttar Pradesh,Gorakhpur,General,Bharatiya Janata Party,RAVINDRA SHUKLA ALIAS RAVI KISHAN,584512.0,1322.0,585834.0,1,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Uttar Pradesh,Gorakhpur,General,Samajwadi Party,KAJAL NISHAD,480788.0,1520.0,482308.0,2,"EVM_votes, postal_votes, total_votes in absolute number",43.0,F
2024,Uttar Pradesh,Gorakhpur,General,Bahujan Samaj Party,JAVED ASHRAF ALIAS JAVED SIMNANI,55660.0,121.0,55781.0,3,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Uttar Pradesh,Gorakhpur,General,Bharatheeya Jawan Kisan Party,ANAND KUMAR YADAV ALIAS ANAND KUMAR FAUJI,4946.0,9.0,4955.0,5,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Uttar Pradesh,Gorakhpur,General,Independent,PINTU SAHANI,4031.0,1.0,4032.0,6,"EVM_votes, postal_votes, total_votes in absolute number",30.0,M
2024,Uttar Pradesh,Gorakhpur,General,Bhagidari Party(P),SHIVSHANKAR PRAJAPATI,2631.0,4.0,2635.0,7,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Uttar Pradesh,Gorakhpur,General,Independent,SUDHANSHU,2393.0,2.0,2395.0,8,"EVM_votes, postal_votes, total_votes in absolute number",54.0,M
2024,Uttar Pradesh,Gorakhpur,General,Bhartiya Sarvdharm Party,SANJAY SINGH RANA,2011.0,1.0,2012.0,9,"EVM_votes, postal_votes, total_votes in absolute number",44.0,M
2024,Uttar Pradesh,Gorakhpur,General,Independent,NAFEES AKHTAR,1880.0,,1880.0,10,"EVM_votes, postal_votes, total_votes in absolute number",42.0,M
2024,Uttar Pradesh,Gorakhpur,General,Bharatiya Yuva Jan Ekta Party,ANKIT SHAH,1871.0,3.0,1874.0,11,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Uttar Pradesh,Gorakhpur,General,Independent,AMITA BHARATI,1356.0,8.0,1364.0,12,"EVM_votes, postal_votes, total_votes in absolute number",36.0,F
2024,Uttar Pradesh,Gorakhpur,General,Mera Adhikaar Rashtriya Dal,SONU RAI,891.0,7.0,898.0,13,"EVM_votes, postal_votes, total_votes in absolute number",36.0,M
2024,Uttar Pradesh,Gorakhpur,General,Al-Hind Party,SHRIRAM PRASAD,762.0,2.0,764.0,14,"EVM_votes, postal_votes, total_votes in absolute number",44.0,M
2024,Uttar Pradesh,Kushi Nagar,General,Bharatiya Janata Party,VIJAY KUMAR DUBAY,516006.0,339.0,516345.0,1,"EVM_votes, postal_votes, total_votes in absolute number",57.0,M
2024,Uttar Pradesh,Kushi Nagar,General,Samajwadi Party,AJAY PRATAP SINGH URF PINTU SAITHWAR,434210.0,345.0,434555.0,2,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Uttar Pradesh,Kushi Nagar,General,Bahujan Samaj Party,SUBH NARAYAN CHAUHAN,67155.0,53.0,67208.0,3,"EVM_votes, postal_votes, total_votes in absolute number",52.0,M
2024,Uttar Pradesh,Kushi Nagar,General,Rashtriya Shoshit Samaj Party,SWAMI PRASAD MAURYA,36559.0,16.0,36575.0,4,"EVM_votes, postal_votes, total_votes in absolute number",69.0,M
2024,Uttar Pradesh,Kushi Nagar,General,Azad Adhikar Sena,HARIKESH,4094.0,3.0,4097.0,6,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Uttar Pradesh,Kushi Nagar,General,Independent,RAMCHANDRA SINGH,3619.0,2.0,3621.0,7,"EVM_votes, postal_votes, total_votes in absolute number",58.0,M
2024,Uttar Pradesh,Kushi Nagar,General,Bhartiya Lok Nayak Party,SUNIL KUMAR SHUKLA,3529.0,3.0,3532.0,8,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Uttar Pradesh,Kushi Nagar,General,Independent,AMIY UPADHYAY,2432.0,1.0,2433.0,9,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Uttar Pradesh,Kushi Nagar,General,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),VEDPRAKASH MISHRA,2332.0,3.0,2335.0,10,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Uttar Pradesh,Deoria,General,Bharatiya Janata Party,SHASHANK MANI,503509.0,1032.0,504541.0,1,"EVM_votes, postal_votes, total_votes in absolute number",54.0,M
2024,Uttar Pradesh,Deoria,General,Indian National Congress,AKHILESH PRATAP SINGH,467946.0,1753.0,469699.0,2,"EVM_votes, postal_votes, total_votes in absolute number",63.0,M
2024,Uttar Pradesh,Deoria,General,Bahujan Samaj Party,SANDESH,45446.0,118.0,45564.0,3,"EVM_votes, postal_votes, total_votes in absolute number",46.0,M
2024,Uttar Pradesh,Deoria,General,Independent,SATENDER KUMAR MALL,4149.0,9.0,4158.0,5,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Uttar Pradesh,Deoria,General,Janta Samta Party,MUKTINATH SINGH,3261.0,3.0,3264.0,6,"EVM_votes, postal_votes, total_votes in absolute number",68.0,M
2024,Uttar Pradesh,Deoria,General,Rashtriya Samanta Dal,AGAMSWAROOP,3180.0,2.0,3182.0,7,"EVM_votes, postal_votes, total_votes in absolute number",61.0,M
2024,Uttar Pradesh,Deoria,General,Independent,RAFIK ANSARI,2687.0,1.0,2688.0,8,"EVM_votes, postal_votes, total_votes in absolute number",44.0,M
2024,Uttar Pradesh,Bansgaon,Scheduled Caste,Bharatiya Janata Party,KAMLESH PASWAN,427528.0,1165.0,428693.0,1,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Uttar Pradesh,Bansgaon,Scheduled Caste,Indian National Congress,SADAL PRASAD,423872.0,1671.0,425543.0,2,"EVM_votes, postal_votes, total_votes in absolute number",67.0,M
2024,Uttar Pradesh,Bansgaon,Scheduled Caste,Bahujan Samaj Party,RAMSAMUJH,64567.0,183.0,64750.0,3,"EVM_votes, postal_votes, total_votes in absolute number",74.0,M
2024,Uttar Pradesh,Bansgaon,Scheduled Caste,Independent,GAYA PRASAD,6629.0,9.0,6638.0,5,"EVM_votes, postal_votes, total_votes in absolute number",52.0,M
2024,Uttar Pradesh,Bansgaon,Scheduled Caste,Independent,SHRVAN KUMAR NIRALA,4139.0,3.0,4142.0,6,"EVM_votes, postal_votes, total_votes in absolute number",44.0,M
2024,Uttar Pradesh,Bansgaon,Scheduled Caste,Independent,HEERALAL,2597.0,,2597.0,7,"EVM_votes, postal_votes, total_votes in absolute number",57.0,M
2024,Uttar Pradesh,Bansgaon,Scheduled Caste,Independent,MURLI DHAR,1741.0,4.0,1745.0,8,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Uttar Pradesh,Bansgaon,Scheduled Caste,Independent,RAJENDRA CHAUDHARI,1629.0,5.0,1634.0,9,"EVM_votes, postal_votes, total_votes in absolute number",62.0,M
2024,Uttar Pradesh,Lalganj,Scheduled Caste,Samajwadi Party,DAROGA PRASAD SAROJ,437567.0,2392.0,439959.0,1,"EVM_votes, postal_votes, total_votes in absolute number",71.0,M
2024,Uttar Pradesh,Lalganj,Scheduled Caste,Bharatiya Janata Party,NEELAM SONKER,324106.0,830.0,324936.0,2,"EVM_votes, postal_votes, total_votes in absolute number",48.0,F
2024,Uttar Pradesh,Lalganj,Scheduled Caste,Bahujan Samaj Party,INDU CHAUDHRI,209308.0,745.0,210053.0,3,"EVM_votes, postal_votes, total_votes in absolute number",44.0,F
2024,Uttar Pradesh,Lalganj,Scheduled Caste,Communist Party of India,GANGADEEN,12263.0,8.0,12271.0,4,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Uttar Pradesh,Lalganj,Scheduled Caste,Janta Kranti Party (Rashtravadi),BALINDAR,4157.0,1.0,4158.0,6,"EVM_votes, postal_votes, total_votes in absolute number",34.0,M
2024,Uttar Pradesh,Lalganj,Scheduled Caste,Independent,SUSHMITA SAROJ,2621.0,5.0,2626.0,7,"EVM_votes, postal_votes, total_votes in absolute number",27.0,F
2024,Uttar Pradesh,Lalganj,Scheduled Caste,Independent,RAM PYARE SHARAN VIJAITA,2337.0,4.0,2341.0,8,"EVM_votes, postal_votes, total_votes in absolute number",61.0,M
2024,Uttar Pradesh,Azamgarh,General,Samajwadi Party,DHARMENDRA YADAV,504837.0,3402.0,508239.0,1,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Uttar Pradesh,Azamgarh,General,Bharatiya Janata Party,DINESH LAL YADAV “NIRAHUA”,345725.0,1479.0,347204.0,2,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Uttar Pradesh,Azamgarh,General,Bahujan Samaj Party,MASHHOD SABEEHA ANSARI,179189.0,650.0,179839.0,3,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Uttar Pradesh,Azamgarh,General,Moulik Adhikar Party,RAVINDRA NATH SHARMA,3038.0,4.0,3042.0,5,"EVM_votes, postal_votes, total_votes in absolute number",61.0,M
2024,Uttar Pradesh,Azamgarh,General,Jan Raajya Party,PARAS YADAV,2489.0,2.0,2491.0,6,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Uttar Pradesh,Azamgarh,General,Independent,SHASHIDHAR,2227.0,5.0,2232.0,7,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Uttar Pradesh,Azamgarh,General,Moolniwasi Samaj Party,MAHENDRA NATH YADAV,1904.0,1.0,1905.0,8,"EVM_votes, postal_votes, total_votes in absolute number",64.0,M
2024,Uttar Pradesh,Azamgarh,General,Independent,VIJAY KUMAR,1733.0,2.0,1735.0,9,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Uttar Pradesh,Azamgarh,General,Independent,PANKAJ KUMAR YADAV,1595.0,4.0,1599.0,10,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Uttar Pradesh,Ghosi,General,Samajwadi Party,RAJEEV RAI,501407.0,1724.0,503131.0,1,"EVM_votes, postal_votes, total_votes in absolute number",54.0,M
2024,Uttar Pradesh,Ghosi,General,Suheldev Bharatiya Samaj Party,DR. ARVIND RAJBHAR,339416.0,772.0,340188.0,2,"EVM_votes, postal_votes, total_votes in absolute number",35.0,M
2024,Uttar Pradesh,Ghosi,General,Bahujan Samaj Party,BALKRISHNA CHAUHAN,208938.0,466.0,209404.0,3,"EVM_votes, postal_votes, total_votes in absolute number",75.0,M
2024,Uttar Pradesh,Ghosi,General,Moolniwasi Samaj Party,LILAWATI RAJBHAR,47520.0,7.0,47527.0,4,"EVM_votes, postal_votes, total_votes in absolute number",45.0,F
2024,Uttar Pradesh,Ghosi,General,Independent,PAWAN KUMAR CHAUHAN,7067.0,10.0,7077.0,5,"EVM_votes, postal_votes, total_votes in absolute number",31.0,M
2024,Uttar Pradesh,Ghosi,General,Communist Party of India,VINOD KUMAR RAI,6987.0,6.0,6993.0,6,"EVM_votes, postal_votes, total_votes in absolute number",67.0,M
2024,Uttar Pradesh,Ghosi,General,Akhil Bhartiya Hamara Samaj Party,ROLI GUPTA,4211.0,14.0,4225.0,7,"EVM_votes, postal_votes, total_votes in absolute number",34.0,F
2024,Uttar Pradesh,Ghosi,General,Rashtriya Jantantrik Bharat Vikas Party,VIRENDRA,2344.0,3.0,2347.0,9,"EVM_votes, postal_votes, total_votes in absolute number",63.0,M
