State,Constituency_No,Constituency,Party,Candidate Name,Gender,Age
Telangana,13,Nalgonda,Independent,CHOLLETI PRABHAKAR,M,68
Telangana,14,Bhongir,Independent,JANGA. SUJATHANAVEEN REDDY,F,33
Telangana,14,Bhongir,Independent,MALLEBOINA PARAMESH YADAV,M,31
Telangana,14,Bhongir,Prajavani  Party,LINGIDI. VENKATESWARLU,M,66
Telangana,14,Bhongir,Communist Party of India  (Marxist),MAHAMD JAHANGIR,M,51
Telangana,14,Bhongir,Independent,KARINGULA YADAGIRI,M,51
Telangana,14,Bhongir,Dharma Samaj Party,KONGARI LINGA SWAMY,M,37
Telangana,14,Bhongir,Independent,KANDE. RAMARAJU,M,32
Telangana,14,Bhongir,Independent,BUSHIPAKA VENKATAIAH,M,42
Telangana,14,Bhongir,National Maha Sabha Party,KOTHOJU SRINIVASU,M,41
Telangana,14,Bhongir,Indian National Congress,CHAMALA KIRAN KUMAR REDDY,M,47
Telangana,14,Bhongir,Viduthalai Chiruthaigal Katchi,ERRA SURYAM,M,29
Telangana,14,Bhongir,Jai Swaraj Party,NARENDRAA VEMULA,M,37
Telangana,14,Bhongir,Independent,DR : MORIGADI KRISHNA,M,54
Telangana,14,Bhongir,Bahujan Samaj Party,AITARAJU ABENDER,M,34
Telangana,14,Bhongir,Independent,VARIKUPPALA. KRISHNA VADDERA,M,55
Telangana,14,Bhongir,Independent,NUNE VENKAT SWAMY,M,55
Telangana,14,Bhongir,Independent,UDARI MALLESH,M,38
Telangana,14,Bhongir,Independent,ANIL KUMAR GADEPAKA,M,36
Telangana,14,Bhongir,Bharatiya Janata Party,DR. BOORA NARSAIAH GOUD,M,65
Telangana,14,Bhongir,Jai Maha Bharath Party,DHERAVATH GOPI NAIK,M,51
Telangana,14,Bhongir,People Protection Party,V. SADANANDA REDDY,M,58
Telangana,14,Bhongir,Independent,AMIREDDY KIRAN REDDY,M,33
Telangana,14,Bhongir,National Nava Kranthi Party,PULIGILLA BIXAPATHI YADAV,M,48
Telangana,14,Bhongir,Jai Bharat National Party,KARUNAKAR REDDY NALLA,M,64
Telangana,14,Bhongir,Telangana Republican Party,KANDADI. MANIPAL REDDY,M,33
Telangana,14,Bhongir,Bharat Rashtra Samithi,KYAMA MALLESH,M,59
Telangana,14,Bhongir,Pyramid Party of India,M. GANESH,M,59
Telangana,14,Bhongir,Telangana Rashtra Punahnirmana Samithi,POOSA SRINIVAS,M,51
Telangana,14,Bhongir,Independent,ASURA BALU,M,32
Telangana,14,Bhongir,Social Justice Party of India,TARIGOPPULA MAHENDER,M,53
Telangana,14,Bhongir,Alliance of Democratic Reforms Party,RAMESH GOUD THALLAPELLY,M,40
Telangana,14,Bhongir,Independent,PENTA RAMESH,M,53
Telangana,14,Bhongir,Independent,"KONGARI, MALLAIAH",M,52
Telangana,14,Bhongir,Independent,BASHABOINA LAKSHMAIAH,M,43
Telangana,14,Bhongir,Bahujan Republican  Socialist Party,KADIRE KIRAN KUMAR,M,36
Telangana,14,Bhongir,Socialist Party (India),RACHA SUBHADRA REDDY,F,74
Telangana,14,Bhongir,Independent,CHANDU NAYAK MEGAVATH,M,26
Telangana,14,Bhongir,Independent,NARRI. SWAMY KURUMA,M,36
Telangana,14,Bhongir,Independent,BETHI NARENDER,M,43
Telangana,15,Warangal,Independent,GANNARAPU RAVINDER,M,50
Telangana,15,Warangal,Independent,GANIPAKA PRADEEP,M,33
Telangana,15,Warangal,Independent,RK GANAPURAM,M,34
Telangana,15,Warangal,Independent,THANDRA ESHWAR,M,49
Telangana,15,Warangal,Independent,DHAYAKAR GAJJI,M,35
Telangana,15,Warangal,Independent,CHILUMULLA SUJATHA,F,34
Telangana,15,Warangal,Bharatiya Janata Party,AROORI RAMESH,M,56
Telangana,15,Warangal,Independent,MANGALAPELLI ASHAIAH,M,50
Telangana,15,Warangal,Jai Maha Bharath Party,S P K  SAGAR,M,25
Telangana,15,Warangal,Jai Bharat National Party,Dr GADAM MALLESH,M,58
Telangana,15,Warangal,Dharma Samaj Party,MEKALA SUMAN,M,35
Telangana,15,Warangal,Marxist Communist Party of India (United),KOTHAPALLI SAVITHRI,F,37
Telangana,15,Warangal,Bahujan Samaj Party,KALPANA PANJA,F,41
Telangana,15,Warangal,Independent,BASHIPAKA SUDHAKAR,M,40
Telangana,15,Warangal,Independent,GADDAM CHIRANJEEVI,M,53
Telangana,15,Warangal,Independent,ROOPA POLEPAKA,F,40
Telangana,15,Warangal,Bharat Rashtra Samithi,Dr. MARAPALLY SUDHEER KUMAR,M,61
Telangana,15,Warangal,Republican Party of India (Athawale),PASULA RAVI,M,52
Telangana,15,Warangal,Independent,MOTHKUPELLY PRABHAKAR,M,37
Telangana,15,Warangal,Independent,BOLLAM VIJAY KUMAR,M,49
Telangana,15,Warangal,Independent,THATIKAYALA SATHISH BABU,M,37
Telangana,15,Warangal,Rashtriya Praja Congress  (Secular),DEVARAJU PENDELA,M,53
Telangana,15,Warangal,Independent,PUTTA VINOD KUMAR,M,33
Telangana,15,Warangal,Independent,BOCHU RAJU,M,29
Telangana,15,Warangal,Independent,CHILUVERU PRATHAP,M,50
Telangana,15,Warangal,Independent,MANDA NARESH,M,32
Telangana,15,Warangal,Indian National Congress,KADIYAM KAVYA,F,41
Telangana,15,Warangal,Aihra National Party,BUNGA JYOTHI RAMANA,F,50
Telangana,15,Warangal,Independent,PAITHARA ACHYUTH,M,32
Telangana,15,Warangal,Independent,ANIL KUMAR GADEPAKA,M,36
Telangana,15,Warangal,Independent,KOYYADA NARESH,M,32
Telangana,15,Warangal,Independent,PRAMEELA JANNU,F,44
Telangana,15,Warangal,Independent,KONGARA ANIL KUMAR,M,46
Telangana,15,Warangal,Viduthalai Chiruthaigal Katchi,MACHA DEVENDER,M,43
Telangana,15,Warangal,Independent,POTHARAJU NARASIMHARAJU,M,43
Telangana,15,Warangal,Independent,POGULA ASHOK,M,57
Telangana,15,Warangal,Independent,RAMESH BABU SHANIGARAPU,M,40
Telangana,15,Warangal,Independent,THALLAPALLY VENKATAIAH,M,43
Telangana,15,Warangal,Independent,BARIGELA SHIVA,M,32
Telangana,15,Warangal,Independent,S P K  SAGAR,M,25
Telangana,15,Warangal,Mana Telangana Rashtra Samaikya Party,AR NENA PREM READY RIPEEKA,M,40
Telangana,15,Warangal,Independent,AR NENA PREM READY RIPEEKA,M,40
Telangana,15,Warangal,Pyramid Party of India,NARMADA PRAVEEN,F,31
Telangana,15,Warangal,Alliance of Democratic Reforms Party,AMBOJU BUDDAIAH,M,39
Telangana,16,Mahabubabad,Independent,BODA PRASHANTH,M,29
Telangana,16,Mahabubabad,Independent,BANOTH PREM NAYAK [BPN],M,32
Telangana,16,Mahabubabad,Independent,DV NAIK,M,38
Telangana,16,Mahabubabad,Independent,GUGULOTH SHEKAR NAIK,M,25
Telangana,16,Mahabubabad,All India Forward Bloc,ARUN KUMAR MYPATHI,M,38
Telangana,16,Mahabubabad,Bahujan Samaj Party,KONETI SUJATHA,F,29
Telangana,16,Mahabubabad,Dharma Samaj Party,RAVVA. BHADRAMMA,F,35
Telangana,16,Mahabubabad,Independent,ANIL KUMAR BODA,M,35
Telangana,16,Mahabubabad,Socialist Party (India),BURKA KRISHNAVENI,F,25
Telangana,16,Mahabubabad,Bharat Rashtra Samithi,KAVITHA MALOTH,F,44
Telangana,16,Mahabubabad,Telangana Jaghir Party,VANKUDOTHU RAVI KUMAR (RAVANNA),M,39
Telangana,16,Mahabubabad,Gondvana Gantantra Party,SOYAM KANNA RAJU,M,36
Telangana,16,Mahabubabad,Bharatiya Janata Party,PROFESSOR. AZMEERA SEETARAM NAIK,M,66
Telangana,16,Mahabubabad,Blue India Party,BANOTHU LINGANNA,M,35
Telangana,16,Mahabubabad,Gondwana Dandkaranya Party,SODE VENKATESWARLU,M,35
Telangana,16,Mahabubabad,Independent,BANOTH LINGYA NAIK,M,45
Telangana,16,Mahabubabad,Indian National Congress,BALRAM NAIK PORIKA,M,60
Telangana,16,Mahabubabad,Independent,PAYAM.SINGARAJU,M,34
Telangana,16,Mahabubabad,Independent,MOKALLA MURALIKRISHNA,M,56
Telangana,16,Mahabubabad,Independent,CHANDA LINGAIAH,M,74
Telangana,16,Mahabubabad,Independent,PADIGA YARRAIAH,M,80
Telangana,16,Mahabubabad,Independent,DURGA PALVANCHA,F,40
Telangana,16,Mahabubabad,Alliance of Democratic Reforms Party,RAGHU VARMA JATOTHU,M,32
Telangana,17,Khammam,Independent,SHAIK MOHMED RASOOL,M,38
Telangana,17,Khammam,Independent,M. RAVI CHANDAR CHOWHAN,M,35
Telangana,17,Khammam,Independent,THAMBALLA RAVI,M,36
Telangana,17,Khammam,Independent,BANDARU NAGARAJU,M,30
Telangana,17,Khammam,Telugu Rajadhikara Samiti Party,CHILAKABATHINI STALIN,M,29
Telangana,17,Khammam,Independent,CHILAKABATHINI STALIN,M,29
Telangana,17,Khammam,Independent,GANGIREDDY KOTI REDDY,M,38
Telangana,17,Khammam,Independent,SHAIK KHALEEL PASHA,M,36
Telangana,17,Khammam,Independent,SHAIK BAJI BABA,M,38
Telangana,17,Khammam,All India National Raksha Sena,NAGESWARA RAO LAKAVATH,M,33
Telangana,17,Khammam,Independent,ULLENGALA YADAGIRI,M,55
Telangana,17,Khammam,Indian National Congress,RAMASAHAYAM RAGHURAM REDDY,M,63
Telangana,17,Khammam,Independent,MALAMPATI SURYANARAYANA,M,62
Telangana,17,Khammam,Jai Bharat National Party,BHATTU SRINIVAS,M,38
Telangana,17,Khammam,Independent,MUTYAM ARJUNA RAJU,M,35
Telangana,17,Khammam,Bharat Rashtra Samithi,NAMA NAGESWARA RAO,M,67
Telangana,17,Khammam,Jaibhim Rao Bharat Party,KOPPULA SRINIVASA RAO,M,53
Telangana,17,Khammam,Independent,NAGESWARA RAO LAKAVATH,M,33
Telangana,17,Khammam,Independent,SHAIK AJJULU,M,30
Telangana,17,Khammam,Independent,VASAM RAMAKRISHNA DORA,M,38
Telangana,17,Khammam,Bahujan Samaj Party,ADVOCATE YERRA KAAMESH,M,44
Telangana,17,Khammam,Independent,LINGALA RAVI KUMAR,M,49
Telangana,17,Khammam,Sakala Janula Party,PAPETLA RAMAMURTHY,M,45
Telangana,17,Khammam,Bharatiya Janata Party,VINOD RAO TANDRA,M,52
Telangana,17,Khammam,Independent,SHAIK SIRAJUDDIN,M,34
Telangana,17,Khammam,Independent,KASIMALLA NAGESWARA RAO,M,48
Telangana,17,Khammam,Independent,AVUTAPALLI RAMBABU,M,66
Telangana,17,Khammam,Pyramid Party of India,ANANDA PRASAD KASINA,M,50
Telangana,17,Khammam,Independent,KATUKOJWALA NAGESWAR RAO,M,60
Telangana,17,Khammam,Socialist Party (India),ANWAR RAICE,M,50
Telangana,17,Khammam,Independent,MADDISETTY YERRAPPA @ AJAY,M,39
Telangana,17,Khammam,Independent,ANIL KUMAR MADDINENI,M,45
Telangana,17,Khammam,Independent,EDURUGATLA CHITTI MALLU,M,40
Telangana,17,Khammam,Bahujana Left Party,ANTHONI SURESH,M,36
Telangana,17,Khammam,Independent,TEJAVATH JOGRAM NAIK,M,62
Telangana,17,Khammam,Independent,LINGAIAH DANDA,M,78
Telangana,17,Khammam,Alliance of Democratic Reforms Party,KUKKALA NAGAIAH,M,32
Tripura,1,Tripura West,Bharatiya Janata Party,BIPLAB KUMAR DEB,M,53
Tripura,1,Tripura West,Indian National Congress,ASISH KUMAR SAHA,M,64
Tripura,1,Tripura West,Bahujan Mukti Party,BRAJALAL DEBNATH,M,77
Tripura,1,Tripura West,Socialist Unity Centre Of India (COMMUNIST),ARUN KUMAR BHAUMIK,M,69
Tripura,1,Tripura West,Republican Party of India (A),ARNAB ROY,M,45
Tripura,1,Tripura West,Independent,BALARAM DEBBARMA,M,49
Tripura,1,Tripura West,Independent,BRAJALAL DEBNATH,M,77
Tripura,1,Tripura West,Independent,RAMENDRA REANG,M,33
Tripura,1,Tripura West,Independent,GOURI SANKAR NANDI,M,69
Tripura,1,Tripura West,Independent,MILAN PADA MURASING,M,58
Tripura,2,Tripura East,Independent,SANTOJOY TRIPURA,M,39
Tripura,2,Tripura East,Independent,SHIB CHANDRA DEBBARMA,M,69
Tripura,2,Tripura East,Independent,ARCHANA URANG,F,36
Tripura,2,Tripura East,Independent,SATRUGHNA JAMATIA,M,38
Tripura,2,Tripura East,Communist Party of India  (Marxist),RAJENDRA REANG,M,62
Tripura,2,Tripura East,Independent,KALPA MOHAN TRIPURA,M,59
Tripura,2,Tripura East,Independent,DARSHAN KUMAR REANG,M,35
Tripura,2,Tripura East,Independent,KRISHNA MOHAN JAMATIA,M,48
Tripura,2,Tripura East,Bharatiya Janata Party,KRITI DEVI DEBBARMAN,F,52
Uttar Pradesh,1,Saharanpur,Independent,KAMRAN,M,41
Uttar Pradesh,1,Saharanpur,Bharatiya Janata Party,RAGHAV LAKHANPAL,M,49
Uttar Pradesh,1,Saharanpur,Independent,TASMEEM BANO,F,53
Uttar Pradesh,1,Saharanpur,Akhil Bhartiya Parivar Party,MOHD INAM,M,45
Uttar Pradesh,1,Saharanpur,Independent,RAJKUMAR,M,47
Uttar Pradesh,1,Saharanpur,Bahujan Samaj Party,MAJID ALI,M,60
Uttar Pradesh,1,Saharanpur,Independent,SHAHBAJ,M,39
Uttar Pradesh,1,Saharanpur,Indian National Congress,IMRAN MASOOD,M,53
Uttar Pradesh,1,Saharanpur,Independent,SHABNAM,F,33
Uttar Pradesh,1,Saharanpur,Independent,RASHID KHAN,M,59
Uttar Pradesh,2,Kairana,Independent,MOHD KADIR,M,37
Uttar Pradesh,2,Kairana,Aapki Apni Party (Peoples),NAND KISHOOR,M,47
Uttar Pradesh,2,Kairana,Independent,VIKRAM SINGH,M,67
Uttar Pradesh,2,Kairana,Independent,SHOKINDER KUMAR,M,33
Uttar Pradesh,2,Kairana,Independent,VIKAS KUMAR,M,43
Uttar Pradesh,2,Kairana,Independent,YOGESH,M,46
Uttar Pradesh,2,Kairana,Bharatiya Janata Party,PRADEEP KUMAR,M,53
Uttar Pradesh,2,Kairana,Social Democratic Party Of India,JAHID,M,40
Uttar Pradesh,2,Kairana,Azad Adhikar Sena,OMBEER,M,54
Uttar Pradesh,2,Kairana,Independent,MANOJ RANA,M,47
Uttar Pradesh,2,Kairana,Akhand Bharat Swatantra Party,VIKRAM SAINI,M,48
Uttar Pradesh,2,Kairana,Bahujan Samaj Party,SRIPAL,M,53
Uttar Pradesh,2,Kairana,Rashtriya Mazdoor Ekta Party,PRITI KASHYAP,F,33
Uttar Pradesh,2,Kairana,Samajwadi Party,IQRA CHOUDHARY,F,29
Uttar Pradesh,3,Muzaffarnagar,Independent,MANUJ VERMA,M,40
Uttar Pradesh,3,Muzaffarnagar,Independent,RESHU SHARMA,M,34
Uttar Pradesh,3,Muzaffarnagar,Independent,SUNIL TYAGI,M,55
Uttar Pradesh,3,Muzaffarnagar,Independent,SHASHIKANT SHAMAR,M,43
Uttar Pradesh,3,Muzaffarnagar,Independent,ANKUR,M,30
Uttar Pradesh,3,Muzaffarnagar,Vishal Janta Party,BIRBAL SINGH,M,71
Uttar Pradesh,3,Muzaffarnagar,Rashtrawadi Janlok Party (Satya),KAVITA,F,47
Uttar Pradesh,3,Muzaffarnagar,Bahujan Samaj Party,DARA SINGH PRAJAPATI,M,55
Uttar Pradesh,3,Muzaffarnagar,Jai Samta Party,NEEL KUMAR,M,35
Uttar Pradesh,3,Muzaffarnagar,Bharatiya Janata Party,SANJEEV KUMAR BALYAN,M,51
Uttar Pradesh,3,Muzaffarnagar,Samajwadi Party,HARENDRA SINGH MALIK,M,69
Uttar Pradesh,4,Bijnor,Independent,ZAHEER,M,52
Uttar Pradesh,4,Bijnor,Jai Samta Party,ABDUL BARI,M,45
Uttar Pradesh,4,Bijnor,Independent,CHANDAN SINGH,M,47
Uttar Pradesh,4,Bijnor,Independent,DEEPAK KUMAR,M,46
Uttar Pradesh,4,Bijnor,Samajwadi Party,DEEPAK,M,37
Uttar Pradesh,4,Bijnor,Independent,MOHD. SHAHJAD,M,28
Uttar Pradesh,4,Bijnor,Rashtriya Lok Dal,CHANDAN CHAUHAN,M,35
Uttar Pradesh,4,Bijnor,Majloom Samaj Party,FARMAN,M,40
Uttar Pradesh,4,Bijnor,Bahujan Samaj Party,VIJENDER SINGH,M,45
Uttar Pradesh,4,Bijnor,Peoples Party of India (Democratic),RAJAPAL,M,54
Uttar Pradesh,4,Bijnor,Majdoor Kisan Union Party,RAMDHAN SINGH,M,45
Uttar Pradesh,5,Nagina,Independent,SANJEEV KUMAR,M,45
Uttar Pradesh,5,Nagina,Independent,JOGENDRA,M,33
Uttar Pradesh,5,Nagina,Bharatiya Janata Party,OM KUMAR,M,54
Uttar Pradesh,5,Nagina,Aazad Samaj Party (Kanshi Ram),CHANDRASHEKHAR,M,36
Uttar Pradesh,5,Nagina,Samajwadi Party,MANOJ KUMAR,M,45
Uttar Pradesh,5,Nagina,Bahujan Samaj Party,SURENDRA PAL SINGH,M,79
Uttar Pradesh,6,Moradabad,Apna Haq Party,AJAY YADAV,M,32
Uttar Pradesh,6,Moradabad,Samata Party,SHAKIL AHMED,M,36
Uttar Pradesh,6,Moradabad,Rashtriya Congress(J) Party,GANGARAM SHARMA,M,62
Uttar Pradesh,6,Moradabad,Samajwadi Party,RUCHI VIRA,F,62
Uttar Pradesh,6,Moradabad,Independent,MUSHARRAT HUSAIN,M,62
Uttar Pradesh,6,Moradabad,Independent,AMARJEET SINGH JATAV,M,34
Uttar Pradesh,6,Moradabad,Independent,MOHD JAMSHED,M,38
Uttar Pradesh,6,Moradabad,Socialist Unity Centre Of India (COMMUNIST),HAR KISHORE SINGH,M,52
Uttar Pradesh,6,Moradabad,Bahujan Samaj Party,MO IRFAN,M,46
Uttar Pradesh,6,Moradabad,Bharatiya Bahujan Samta Party,ONKAR SINGH,M,47
Uttar Pradesh,6,Moradabad,Independent,SADHNA SINGH,F,64
Uttar Pradesh,6,Moradabad,Bharatiya Janata Party,KUNWAR SARVESH KUMAR,M,72
Uttar Pradesh,7,Rampur,Independent,MEHMOOD PRACHA,M,59
Uttar Pradesh,7,Rampur,Samajwadi Party,MOHIBBULLAH,M,48
Uttar Pradesh,7,Rampur,Minorities Democratic Party,ARSHAD WARSI,M,44
Uttar Pradesh,7,Rampur,Bahujan Samaj Party,ZEESHAN KHAN,M,31
Uttar Pradesh,7,Rampur,Bharatiya Janata Party,GHANSHYAM SINGH LODHI,M,56
Uttar Pradesh,7,Rampur,Independent,SHIV PRASAD,M,46
Uttar Pradesh,8,Sambhal,Independent,WASEEM SO MOH SHAMIM,M,44
Uttar Pradesh,8,Sambhal,Log Party,PAVAN KUMAR,M,43
Uttar Pradesh,8,Sambhal,Independent,MAHANDRA SINGH,M,28
Uttar Pradesh,8,Sambhal,Samajwadi Party,ZIA UR REHMAN,M,35
Uttar Pradesh,8,Sambhal,Independent,MOHD WASEEM SO MOHD FAREED,M,32
Uttar Pradesh,8,Sambhal,Janta Shashan Party,JAYGAMUL ISLAM,M,44
Uttar Pradesh,8,Sambhal,Independent,ANUJ VARSHNEY,M,46
Uttar Pradesh,8,Sambhal,Bharatiya Janata Party,PARMESHWAR LAL SAINI,M,70
Uttar Pradesh,8,Sambhal,Kisan Kranti Dal,SANTOSH,M,40
Uttar Pradesh,8,Sambhal,Independent,TAUFIK AHAMAD,M,39
Uttar Pradesh,8,Sambhal,Peace Party,DR RASHID,M,48
Uttar Pradesh,8,Sambhal,Bahujan Samaj Party,CHAUDHARY SAULAT ALI,M,72
Uttar Pradesh,9,Amroha,Akhil Bhartiya Parivar Party,SUHEL HAIDER,M,36
Uttar Pradesh,9,Amroha,Independent,NAEEMUDDIN,M,38
Uttar Pradesh,9,Amroha,Independent,SURESH,M,54
Uttar Pradesh,9,Amroha,Independent,DHANISH,M,32
Uttar Pradesh,9,Amroha,Independent,JEETPAL RANA,M,25
Uttar Pradesh,9,Amroha,Bahujan Samaj Party,MUJAHID HUSAIN,M,59
Uttar Pradesh,9,Amroha,Independent,KASHIF HUSAIN,M,31
Uttar Pradesh,9,Amroha,Indian National Congress,KUNWAR DANISH ALI,M,48
Uttar Pradesh,9,Amroha,Independent,KUMDESH KUMAR,M,49
Uttar Pradesh,9,Amroha,Independent,NARENDRA SINGH,M,36
Uttar Pradesh,9,Amroha,Bharatiya Janata Party,KANWAR SINGH TANWAR,M,63
Uttar Pradesh,9,Amroha,Independent,KUSHAGRA,M,29
Uttar Pradesh,10,Meerut,Samajwadi Party,SUNITA VERMA,F,47
Uttar Pradesh,10,Meerut,Sabse Achchhi Party,HAJI  AFZAL,M,52
Uttar Pradesh,10,Meerut,Social Democratic Party Of India,ABID HUSAIN,M,49
Uttar Pradesh,10,Meerut,Majloom Samaj Party,LIYAKAT,M,53
Uttar Pradesh,10,Meerut,Jai Hind National Party,DR HIMANSHU BHATNAGAR,M,52
Uttar Pradesh,10,Meerut,Bahujan Samaj Party,DEVVRAT KUMAR TYAGI,M,49
Uttar Pradesh,10,Meerut,Bharatiya Janata Party,ARUN GOVIL,M,72
Uttar Pradesh,10,Meerut,Rashtriya Shoshit Samaj Party,BHUPENDRA PAL URF BHUPPI BHAI,M,37
Uttar Pradesh,11,Baghpat,Swatantra Jantaraj Party,SUKHVIR SINGH,M,46
Uttar Pradesh,11,Baghpat,Samajwadi Party,AMARPAL,M,56
Uttar Pradesh,11,Baghpat,Sarvjan Lok Shakti Party,RUBY KASHYAP,F,37
Uttar Pradesh,11,Baghpat,Bahujan Samaj Party,PRAVEEN BANSAL,M,43
Uttar Pradesh,11,Baghpat,Azad Adhikar Sena,MUKESH KUMAR SHARMA,M,44
Uttar Pradesh,11,Baghpat,Sarvjan Samta Party,MAHENDER SINGH,M,63
Uttar Pradesh,11,Baghpat,Rashtriya Lok Dal,DR RAJKUMAR SANGWAN,M,63
Uttar Pradesh,12,Ghaziabad,Rashtra Nirman Party,ANAND KUMAR,M,67
Uttar Pradesh,12,Ghaziabad,Samaj Vikas Kranti Party,NAMAHA,M,36
Uttar Pradesh,12,Ghaziabad,Independent,AURANGJEB,M,34
Uttar Pradesh,12,Ghaziabad,Independent,ABHISHEK PUNDIR,M,27
Uttar Pradesh,12,Ghaziabad,Independent,KAVITA,F,47
Uttar Pradesh,12,Ghaziabad,Indian National Congress,DOLLY SHARMA,F,40
Uttar Pradesh,12,Ghaziabad,Bharatiya Janata Party,ATUL GARG,M,66
Uttar Pradesh,12,Ghaziabad,Rashtriya Jan Karmath Party,ANSUL GUPTA,M,42
Uttar Pradesh,12,Ghaziabad,Bahujan Samaj Party,NAND KISHOR PUNDIR,M,50
Uttar Pradesh,12,Ghaziabad,Independent,RAVI KUMAR PANCHAL,M,43
Uttar Pradesh,12,Ghaziabad,Independent,AVDESH KUMAR,M,30
Uttar Pradesh,12,Ghaziabad,Right to Recall Party,POOJA SAXENA,F,31
Uttar Pradesh,12,Ghaziabad,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),DHIRENDRA SINGH BHADAURIYA,M,44
Uttar Pradesh,12,Ghaziabad,Independent,NATTHUSINGH CHAUDHARY,M,73
Uttar Pradesh,13,Gautam Buddha Nagar,Viro Ke Vir Indian Party,BHIM PRAKASH JIGYASU,M,60
Uttar Pradesh,13,Gautam Buddha Nagar,Independent,PARAG KAUSHIK,M,39
Uttar Pradesh,13,Gautam Buddha Nagar,Loktantrik Janshakti Party,KM. SHALU,F,25
Uttar Pradesh,13,Gautam Buddha Nagar,Jai Hind National Party,RAJEEV MISHRA,M,45
Uttar Pradesh,13,Gautam Buddha Nagar,Bhartiya Rashtriya Jansatta,NARESH NAUTIYAL,M,54
Uttar Pradesh,13,Gautam Buddha Nagar,Akhil Bhartiya Parivar Party,MANISH KUMAR DWIVEDI,M,31
Uttar Pradesh,13,Gautam Buddha Nagar,Independent,MOHD. MUMTAJ AALAM,M,40
Uttar Pradesh,13,Gautam Buddha Nagar,Bharatiya Janata Party,DR. MAHESH SHARMA,M,64
Uttar Pradesh,13,Gautam Buddha Nagar,Independent,SHIVAM ASHUTOSH,M,43
Uttar Pradesh,13,Gautam Buddha Nagar,Super Power India Party,RAN SINGH DUDEE,M,61
Uttar Pradesh,13,Gautam Buddha Nagar,Independent,MAHKAR SINGH,M,54
Uttar Pradesh,13,Gautam Buddha Nagar,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),NARAVEDASHVAR,M,53
Uttar Pradesh,13,Gautam Buddha Nagar,Bahujan Samaj Party,RAJENDRA SINGH SOLANKI,M,69
Uttar Pradesh,13,Gautam Buddha Nagar,National Party,KISHOR SINGH,M,46
Uttar Pradesh,13,Gautam Buddha Nagar,Samajwadi Party,DR. MAHENDRA SINGH NAGAR,M,68
Uttar Pradesh,14,Bulandshahr,Independent,PRADEEP KUMAR,M,33
Uttar Pradesh,14,Bulandshahr,Rishivadi Karm Sheel Young Parmarthi Party,RAJESH TUREHA,M,58
Uttar Pradesh,14,Bulandshahr,Independent,SONAM BHARTI,F,28
Uttar Pradesh,14,Bulandshahr,Indian National Congress,SHIVRAM,M,58
Uttar Pradesh,14,Bulandshahr,Bahujan Samaj Party,GIRISH CHANDRA,M,60
Uttar Pradesh,14,Bulandshahr,Bharatiya Janata Party,DR BHOLA SINGH,M,46
Uttar Pradesh,15,Aligarh,Rashtriya Shoshit Samaj Party,RAJ KUMAR,M,40
Uttar Pradesh,15,Aligarh,Swatantra Jantaraj Party,SATISH KUMAR,M,52
Uttar Pradesh,15,Aligarh,Independent,DILEEP SHARMA AD.,M,41
Uttar Pradesh,15,Aligarh,Bahujan Samaj Party,HITENDRA KUMAR ALIAS BUNTY UPADHYAY,M,45
Uttar Pradesh,15,Aligarh,Independent,RAJESH KUMAR,M,46
Uttar Pradesh,15,Aligarh,Independent,GYANI RAM,M,65
Uttar Pradesh,15,Aligarh,Samajwadi Party,BIJENDRA SINGH,M,67
Uttar Pradesh,15,Aligarh,Moulik Adhikar Party,SURENDRA,M,34
Uttar Pradesh,15,Aligarh,Independent,KESHAV DEV ALIAS PANDIT KESHAV DEV GAUTAM,M,48
Uttar Pradesh,15,Aligarh,Saman Adhikar Party,MANOJ KUMAR ALIAS MANOJ LODHI,M,37
Uttar Pradesh,15,Aligarh,Loktantrik Janshakti Party,MANOJ KUMAR SHARMA ADVOCATE,M,48
Uttar Pradesh,15,Aligarh,Independent,MAHESH CHANDRA SHARMA,M,53
Uttar Pradesh,15,Aligarh,Independent,SATISH KUMAR,M,25
Uttar Pradesh,15,Aligarh,Bharatiya Janata Party,SATISH KUMAR GAUTAM,M,51
Uttar Pradesh,16,Hathras,Independent,MUNNALAL JATAV,M,39
Uttar Pradesh,16,Hathras,Independent,RAVI KUMAR,M,37
Uttar Pradesh,16,Hathras,Samajwadi Party,JASVEER VALMIKI,M,49
Uttar Pradesh,16,Hathras,Independent,DINESH SAI,M,31
Uttar Pradesh,16,Hathras,Bahujan Samaj Party,HEMBABOO DHANGAR,M,41
Uttar Pradesh,16,Hathras,Independent,RAJPAL SINGH,M,64
Uttar Pradesh,16,Hathras,Swaraj Bhartiya Nyay Party,GHANSHYAM SINGH,M,55
Uttar Pradesh,16,Hathras,Bharatiya Janata Party,ANOOP PRADHAN BALMIKI,M,44
Uttar Pradesh,16,Hathras,Rashtra Uday Party,DR. JAYVEER SINGH DHANGAR,M,47
Uttar Pradesh,16,Hathras,Independent,JAYPAL MAHOR,M,26
Uttar Pradesh,17,Mathura,Independent,KSHETRA PAL SINGH,M,54
Uttar Pradesh,17,Mathura,Independent,MONI FALHARI BAPU,M,71
Uttar Pradesh,17,Mathura,Independent,SHIKHA SHARMA,F,33
Uttar Pradesh,17,Mathura,Independent,BHANU PRATAP SINGH,M,39
