State_Name,Constituency_No,Constituency_Name,Candidate,Sex,Party
Chhattisgarh,8,RAIPUR,Pravin Jain,M,IND
Chhattisgarh,8,RAIPUR,Vijay Kumar Kurre,M,RJsbhP
Chhattisgarh,8,RAIPUR,Sanju Kumar Yadav,M,IND
Chhattisgarh,8,RAIPUR,Santosh Sahu,M,IND
Chhattisgarh,8,RAIPUR,Ikram Saifi,M,APoI
Chhattisgarh,8,RAIPUR,Devendra Kumar Patil,M,SUCI(C)
Chhattisgarh,8,RAIPUR,Dr. Yogita Bajpai,F,SABHP
Chhattisgarh,8,RAIPUR,Banmali Chhura,M,BHBP
Chhattisgarh,8,RAIPUR,Shankar Lal Vardani,M,IND
Chhattisgarh,8,RAIPUR,Chhabi Lal Kanwar,M,BSCP
Chhattisgarh,8,RAIPUR,Devki Dubey (Sandhya),F,RPI(A)
Chhattisgarh,8,RAIPUR,Tameshwar Sahu,M,BKNP
Chhattisgarh,8,RAIPUR,Ramkrishna Verma,M,IND
Chhattisgarh,8,RAIPUR,Rupesh Sahu,M,IND
Chhattisgarh,8,RAIPUR,Ramdyal Dahariya,M,IND
Chhattisgarh,9,MAHASAMUND,CHUNNI LAL SAHU,M,BJP
Chhattisgarh,9,MAHASAMUND,DHANENDRA SAHU,M,INC
Chhattisgarh,9,MAHASAMUND,DEVENDAR SINGH THAKUR (RAJPUT),M,IND
Chhattisgarh,9,MAHASAMUND,DHANSING KOSARIYA,M,BSP
Chhattisgarh,9,MAHASAMUND,ASHOK SONI,M,APoI
Chhattisgarh,9,MAHASAMUND,SANTOSH BANJARE,M,IND
Chhattisgarh,9,MAHASAMUND,TARUN KUMAR DADSENA,M,IND
Chhattisgarh,9,MAHASAMUND,DR. VIRENDRA CHOUDHARY,M,BSCP
Chhattisgarh,9,MAHASAMUND,COMRADE BHOJLAL NETAM,M,CPIM
Chhattisgarh,9,MAHASAMUND,KHILAWAN SINGH DHRUW,M,IND
Chhattisgarh,9,MAHASAMUND,JAGMOHAN BHAGWAT KOSARIYA,M,IND
Chhattisgarh,9,MAHASAMUND,CHAMPALAL PATEL GURUJI,M,IND
Chhattisgarh,9,MAHASAMUND,ROHIT KUMAR KOSRE,M,RJsbhP
Chhattisgarh,10,BASTAR,DEEPAK BAIJ,M,INC
Chhattisgarh,10,BASTAR,BAIDU RAM KASHYAP,M,BJP
Chhattisgarh,10,BASTAR,RAMU RAM MOURYA,M,CPI
Chhattisgarh,10,BASTAR,AAYTU RAM MANDAVI,M,BSP
Chhattisgarh,10,BASTAR,SURESH KAWASI,M,SHS
Chhattisgarh,10,BASTAR,PANEESH PRASAD NAG,M,APoI
Chhattisgarh,10,BASTAR,MANGALARAM KARMA,M,ABSKP
Chhattisgarh,11,KANKER,MOHAN MANDAVI,M,BJP
Chhattisgarh,11,KANKER,BIRESH THAKUR,M,INC
Chhattisgarh,11,KANKER,HARISINGH SIDAR,M,IND
Chhattisgarh,11,KANKER,SUBE SINGH DHURVA,M,BSP
Chhattisgarh,11,KANKER,DURGAPRASAD THAKUR,M,APoI
Chhattisgarh,11,KANKER,NAREND NAG,M,IND
Chhattisgarh,11,KANKER,MATHAN SINGH MARKAM,M,BSCP
Chhattisgarh,11,KANKER,GHANSHYAM JURRI,M,GGP
Chhattisgarh,11,KANKER,UMASHANKAR BHANDARI,M,SHS
Dadra_&_Nagar_Haveli,1,DADRA AND NAGAR HAVELI,DELKAR MOHANBHAI SANJIBHAI,M,IND
Dadra_&_Nagar_Haveli,1,DADRA AND NAGAR HAVELI,PATEL NATUBHAI GOMANBHAI,M,BJP
Dadra_&_Nagar_Haveli,1,DADRA AND NAGAR HAVELI,TOKIYA PRABHUBHAI,M,INC
Dadra_&_Nagar_Haveli,1,DADRA AND NAGAR HAVELI,PATEL ANKITA AMRUTBHAI,F,SHS
Dadra_&_Nagar_Haveli,1,DADRA AND NAGAR HAVELI,KURADA DEEPAKBHAI,M,IND
Dadra_&_Nagar_Haveli,1,DADRA AND NAGAR HAVELI,DAYAT MANOJ RANCHOD,M,IND
Dadra_&_Nagar_Haveli,1,DADRA AND NAGAR HAVELI,JANATHIYA PRAVINBHAI LADAKBHAI,M,BMUP
Dadra_&_Nagar_Haveli,1,DADRA AND NAGAR HAVELI,HALPATI RAJESHBHAI BHANABHAI,M,NSBHP
Dadra_&_Nagar_Haveli,1,DADRA AND NAGAR HAVELI,PATEL DHIRUBHAI CHHOTUBHAI,M,IND
Dadra_&_Nagar_Haveli,1,DADRA AND NAGAR HAVELI,DONGARKAR ISHWARBHAI GOPJIBHAI,M,BSP
Dadra_&_Nagar_Haveli,1,DADRA AND NAGAR HAVELI,BHIKHLABHAI VANSABHAI KHULAT,M,BTP
Daman_&_Diu,1,DAMAN & DIU,LALUBHAI BABUBHAI PATEL,M,BJP
Daman_&_Diu,1,DAMAN & DIU,KETAN DAHYABHAI PATEL,M,INC
Daman_&_Diu,1,DAMAN & DIU,PATEL UMESHBHAI BABUBHAI,M,IND
Daman_&_Diu,1,DAMAN & DIU,SAKIL LATIF KHAN,M,BSP
Delhi,1,CHANDNI CHOWK,HARSH VARDHAN,M,BJP
Delhi,1,CHANDNI CHOWK,JAI PRAKASH AGARWAL,M,INC
Delhi,1,CHANDNI CHOWK,PANKAJ KUMAR GUPTA,M,AAAP
Delhi,1,CHANDNI CHOWK,SHAHID ALI,M,BSP
Delhi,1,CHANDNI CHOWK,ANIL KUMAR,M,RRP
Delhi,1,CHANDNI CHOWK,MOHD. IRFAN JAVED QURESHI,M,ESP
Delhi,1,CHANDNI CHOWK,SATDEV JAIN,M,PBI
Delhi,1,CHANDNI CHOWK,SHARESTHA ARORA,F,MKDVP
Delhi,1,CHANDNI CHOWK,VIRENDER PRATAP SINGH,M,AAPP
Delhi,1,CHANDNI CHOWK,PANKAJ GUPTA,M,IND
Delhi,1,CHANDNI CHOWK,SOHAN LAL SHARMA,M,RaNP
Delhi,1,CHANDNI CHOWK,VISHAL KHANNA,M,ssrd
Delhi,1,CHANDNI CHOWK,RICHA KATIYAR KANAUJIA,F,RTORP
Delhi,1,CHANDNI CHOWK,SAMEER MIRZA,M,BHAPRAP
Delhi,1,CHANDNI CHOWK,MUNNA LAL,M,IND
Delhi,1,CHANDNI CHOWK,RAVINDRA,M,KBD
Delhi,1,CHANDNI CHOWK,KAMAL KISHOR,M,PPID
Delhi,1,CHANDNI CHOWK,RAVI KUMAR,M,IND
Delhi,1,CHANDNI CHOWK,ASHOK KUMAR,M,RPI(A)
Delhi,1,CHANDNI CHOWK,JUGAL KISHOR,M,IND
Delhi,1,CHANDNI CHOWK,DHEER SINGH,M,RJBP
Delhi,1,CHANDNI CHOWK,SAURABH RANJAN,M,PPOI
Delhi,1,CHANDNI CHOWK,FARHA DEEBA,F,IND
Delhi,1,CHANDNI CHOWK,SUMAN DEVI,F,BLokSP
Delhi,1,CHANDNI CHOWK,DEEPTI CHOPRA,F,PRISM
Delhi,1,CHANDNI CHOWK,INDER SEN,M,RHSP
Delhi,2,NORTH EAST DELHI,MANOJ TIWARI,M,BJP
Delhi,2,NORTH EAST DELHI,SHEILA DIKSHIT,F,INC
Delhi,2,NORTH EAST DELHI,DILIP PANDEY,M,AAAP
Delhi,2,NORTH EAST DELHI,RAJVEER SINGH,M,BSP
Delhi,2,NORTH EAST DELHI,SUNIL VISHVAKARMA,M,ANC
Delhi,2,NORTH EAST DELHI,AJAY BHAI,M,RTORP
Delhi,2,NORTH EAST DELHI,MANAGER CHAURASIYA,M,SUCI(C)
Delhi,2,NORTH EAST DELHI,MOHD. IRFAN,M,BHAPRAP
Delhi,2,NORTH EAST DELHI,MUKESH,M,AAPP
Delhi,2,NORTH EAST DELHI,MOHD. HASAN,M,RPI(A)
Delhi,2,NORTH EAST DELHI,ANIL KUMAR YADAV,M,IND
Delhi,2,NORTH EAST DELHI,MD. AKRAM,M,IND
Delhi,2,NORTH EAST DELHI,MAHENDER PASWAN,M,MKDVP
Delhi,2,NORTH EAST DELHI,S N SINGH,M,IND
Delhi,2,NORTH EAST DELHI,PRADESH KUMAR,M,SPRP
Delhi,2,NORTH EAST DELHI,D. Durga Prasad,M,CHALP
Delhi,2,NORTH EAST DELHI,YOGESH SWAMY,M,IND
Delhi,2,NORTH EAST DELHI,AMRENDER KUMAR,M,IND
Delhi,2,NORTH EAST DELHI,J. K. JAIN,M,JPJD
Delhi,2,NORTH EAST DELHI,DAN BAHADUR YADAV,M,bjdi
Delhi,2,NORTH EAST DELHI,AMIT KUMAR SHARMA,M,SJVP
Delhi,2,NORTH EAST DELHI,ANURUDDH KUMAR DUBE,M,BLokSP
Delhi,2,NORTH EAST DELHI,ABHINAV KUMAR,M,SANVP
Delhi,2,NORTH EAST DELHI,MAHFOOZ KHAN,M,IND
Delhi,3,EAST DELHI,GAUTAM GAMBHIR,M,BJP
Delhi,3,EAST DELHI,ARVINDER SINGH LOVELY,M,INC
Delhi,3,EAST DELHI,ATISHI,F,AAAP
Delhi,3,EAST DELHI,SANJAY KUMAR,M,BSP
Delhi,3,EAST DELHI,AJAY CHAUDHARY,M,AAPP
Delhi,3,EAST DELHI,SATISH KUMAR PRAJAPATI,M,MKDVP
Delhi,3,EAST DELHI,SURENDER GUPTA,M,NAPt
Delhi,3,EAST DELHI,MUKESH JADLY,M,UtPP
Delhi,3,EAST DELHI,HITESH KUMAR,M,JPJD
Delhi,3,EAST DELHI,HAFIZ BURHANUDDIN,M,TNRMPI
Delhi,3,EAST DELHI,HARBALWINDER SINGH,M,IND
Delhi,3,EAST DELHI,ASHOK SURANA,M,IND
Delhi,3,EAST DELHI,DR. KRISHAN SINGH CHAUHAN,M,PPID
Delhi,3,EAST DELHI,MANJEET SINGH,M,RaNP
Delhi,3,EAST DELHI,RAJ KUMAR DHINGIYA,M,IND
Delhi,3,EAST DELHI,AMANULLAH AHMED,M,BHAIP
Delhi,3,EAST DELHI,MANJU CHHIBBER,F,RPI(A)
Delhi,3,EAST DELHI,MANOJ KUMAR GUPTA,M,IND
Delhi,3,EAST DELHI,SHIV KUMAR,M,IND
Delhi,3,EAST DELHI,MOHAN LAL SHARMA,M,SatBP
Delhi,3,EAST DELHI,RAVI KUMAR,M,IND
Delhi,3,EAST DELHI,DEEPTI NADELLA,F,PPOI
Delhi,3,EAST DELHI,RAHIMUDDIN SHAH,M,IND
Delhi,3,EAST DELHI,ANUPAM TRIPATHI,M,BKNP
Delhi,3,EAST DELHI,D. DURGA PRASAD,M,CHALP
Delhi,3,EAST DELHI,NEERU MONGIA,F,PRISM
Delhi,4,NEW DELHI,MEENAKASHI LEKHI,F,BJP
Delhi,4,NEW DELHI,AJAY MAKAN,M,INC
Delhi,4,NEW DELHI,BRIJESH GOYAL,M,AAAP
Delhi,4,NEW DELHI,UPENDRA,M,AnAP
Delhi,4,NEW DELHI,SUNIL KUMAR,M,PPID
Delhi,4,NEW DELHI,SUNIL,M,AAPP
Delhi,4,NEW DELHI,K SREEKRISHNA,M,JKNPP
Delhi,4,NEW DELHI,SURESH KUMAR,M,IND
Delhi,4,NEW DELHI,SWADESH KUMAR OHRI,M,ATBP
Delhi,4,NEW DELHI,AJAY KUMAR LAL,M,IND
Delhi,4,NEW DELHI,HARKRISHAN DAS NIJHAWAN,M,IND
Delhi,4,NEW DELHI,VIRENDRA SINGH BHARAT,M,RRP
Delhi,4,NEW DELHI,JITENDRA RAUT,M,ABMP
Delhi,4,NEW DELHI,RAJESH SATIYA,M,ssrd
Delhi,4,NEW DELHI,RAVINDER PAUL SEHGAL,M,PPOI
Delhi,4,NEW DELHI,LAL JI,M,ARK
Delhi,4,NEW DELHI,PRIYANKA,F,IND
Delhi,4,NEW DELHI,UMESH CHANDRA GAUR,M,RPI(A)
Delhi,4,NEW DELHI,RAJ KARAN,M,CoAP
Delhi,4,NEW DELHI,NAVEEN KUMAR,M,RHSP
Delhi,4,NEW DELHI,DILIP SINGH KOTHARI,M,IND
Delhi,4,NEW DELHI,SREE NIVASAN RAMAMOORTHY,M,IND
Delhi,4,NEW DELHI,RAMESH,M,IND
Delhi,4,NEW DELHI,AASHISH S SAXENA,M,IND
Delhi,4,NEW DELHI,NILANJAN BANERJEE,M,BLokSP
Delhi,4,NEW DELHI,KRIPASHANKAR C PANDEY,M,IND
Delhi,4,NEW DELHI,RAJ SHEKHAR GUNTI,M,PRISM
Delhi,5,NORTH WEST DELHI,HANS RAJ HANS,M,BJP
Delhi,5,NORTH WEST DELHI,GUGAN SINGH,M,AAAP
Delhi,5,NORTH WEST DELHI,RAJESH LILOTHIA,M,INC
Delhi,5,NORTH WEST DELHI,CHARAN SINGH (BABRIK),M,IND
Delhi,5,NORTH WEST DELHI,ISHWAR MANSUKH ISHU,M,SatBP
Delhi,5,NORTH WEST DELHI,NAVEEN,M,IND
Delhi,5,NORTH WEST DELHI,ADITI,F,IND
Delhi,5,NORTH WEST DELHI,MADAN LAL BALMIKI,M,RHSP
Delhi,5,NORTH WEST DELHI,GAURAV BHATIA,M,MKDVP
Delhi,5,NORTH WEST DELHI,SURESH KUMAR,M,SoJP
Delhi,5,NORTH WEST DELHI,RAM KUMAR,M,BPC
Delhi,6,WEST DELHI,PARVESH SAHIB SINGH VERMA,M,BJP
Delhi,6,WEST DELHI,MAHABAL MISHRA,M,INC
Delhi,6,WEST DELHI,BALBIR SINGH JAKHAR,M,AAAP
Delhi,6,WEST DELHI,SITA SARAN SEN,M,BSP
Delhi,6,WEST DELHI,IQBAL SINGH (SONU),M,IND
Delhi,6,WEST DELHI,PRAVESH SHARMA,M,IND
Delhi,6,WEST DELHI,NAVIN CHANDRA DAS,M,IND
Delhi,6,WEST DELHI,BALBIR SINGH,M,IND
Delhi,6,WEST DELHI,POONAM UJJAINWAL,F,PPID
Delhi,6,WEST DELHI,VIKASH KUMAR MOHAL,M,AAPP
Delhi,6,WEST DELHI,SHASHI JEET,M,NYP
Delhi,6,WEST DELHI,M. MISHRA,M,IND
Delhi,6,WEST DELHI,HARSH VARDHAN SHUKLA,M,IND
Delhi,6,WEST DELHI,DHARAMBIR SINGH,M,RJSPS
Delhi,6,WEST DELHI,KULWINDER SINGH MEHTA,M,PPOI
Delhi,6,WEST DELHI,SHISH PAL SINGH,M,PRISM
Delhi,6,WEST DELHI,BAIDYANATH SAH,M,PBI
Delhi,6,WEST DELHI,MANMOHAN SINGH,M,RaNP
Delhi,6,WEST DELHI,DAYA NAND VATS,M,RPI(A)
Delhi,6,WEST DELHI,RAJIV KUMAR,M,IND
Delhi,6,WEST DELHI,PROBIR DUTTA,M,SatBP
Delhi,6,WEST DELHI,JANAK RAJ RANA,M,ARK
Delhi,6,WEST DELHI,RAMESH CHAND VERMA,M,IND
Delhi,7,SOUTH DELHI,RAMESH BIDHURI,M,BJP
Delhi,7,SOUTH DELHI,RAGHAV CHADHA,M,AAAP
Delhi,7,SOUTH DELHI,VIJENDER,M,INC
Delhi,7,SOUTH DELHI,SIDDHANT GAUTAM,M,BSP
Delhi,7,SOUTH DELHI,Aditya Kumar Naveen,M,HBP
Delhi,7,SOUTH DELHI,RAM KHILAWAN,M,PBI
Delhi,7,SOUTH DELHI,RAJENDRA PRASAD GUPTA,M,PSJP
Delhi,7,SOUTH DELHI,SUMEDHA BODH,F,JNSMP
Delhi,7,SOUTH DELHI,SUMAN YADAV,F,JMBP
Delhi,7,SOUTH DELHI,K. ROSHAN KUMAR,M,PPOI
Delhi,7,SOUTH DELHI,MATHEWS,M,BHAIP
Delhi,7,SOUTH DELHI,HARSH NATH VERMA,M,IND
Delhi,7,SOUTH DELHI,MAHENDER SINGH CHURIYANA,M,PPID
Delhi,7,SOUTH DELHI,MOHAN KUMAR GUPTA,M,MKDVP
Delhi,7,SOUTH DELHI,DEEPAK KUMAR,M,AAPP
Delhi,7,SOUTH DELHI,ROSHAN KUMAR CHOUDHARY,M,IND
Delhi,7,SOUTH DELHI,DILIP KUMAR,M,ssrd
Delhi,7,SOUTH DELHI,DESH KUMAR,M,ABJS
Delhi,7,SOUTH DELHI,BIRJU NAYAK,M,IND
Delhi,7,SOUTH DELHI,SUNIL KUMAR,M,IND
Delhi,7,SOUTH DELHI,SANDEEP GUPTA,M,RAJADP
Delhi,7,SOUTH DELHI,D. K. CHOPRA,M,AIFB
Delhi,7,SOUTH DELHI,NAVANIT,M,NYP
Delhi,7,SOUTH DELHI,DALBIR SINGH MALIK,M,VPI
Delhi,7,SOUTH DELHI,SOBRAN SINGH CHAUHAN,M,RRP
Delhi,7,SOUTH DELHI,NAUSHA KHAN,M,IND
Delhi,7,SOUTH DELHI,JITENDRA SHARMA,M,PRISM
Goa,1,NORTH GOA,SHRIPAD YESSO NAIK,M,BJP
Goa,1,NORTH GOA,GIRISH RAYA CHODANKAR,M,INC
Goa,1,NORTH GOA,DATTATRAYA PADGAONKAR,M,AAAP
Goa,1,NORTH GOA,AMIT ATMARAM KORGAONKAR,M,RPI(KM)
Goa,1,NORTH GOA,BHAGAWANT SADANAND KAMAT,M,IND
Goa,1,NORTH GOA,AISHWARYA ARJUN SALGAONKAR,F,IND
Goa,2,SOUTH GOA,COSME FRANCISCO CAITANO SARDINHA,M,INC
Goa,2,SOUTH GOA,ADV. NARENDRA SAWAIKAR,M,BJP
Goa,2,SOUTH GOA,ELVIS GOMES,M,AAAP
Goa,2,SOUTH GOA,RAKHI AMIT NAIK,F,SHS
Goa,2,SOUTH GOA,MAYUR KHANCONKAR,M,IND
Goa,2,SOUTH GOA,DR. KALIDAS PRAKASH VAINGANKAR,M,IND
Gujarat,1,KACHCHH,CHAVDA VINOD LAKHAMSHI,M,BJP
Gujarat,1,KACHCHH,NARESH NARANBHAI MAHESHWARI,M,INC
Gujarat,1,KACHCHH,MAHESHWARI DEVJIBHAI VACHHIYABHAI,M,BMUP
Gujarat,1,KACHCHH,LAKHUBHAI VAGHELA,M,BSP
Gujarat,1,KACHCHH,MEGHVAL BHIMJIBHAI BHIKHABHAI,M,IND
Gujarat,1,KACHCHH,MARU MANISHA BHARAT,F,IND
Gujarat,1,KACHCHH,CHAVDA PRAVINBHAI CHANABHAI,M,HND
Gujarat,1,KACHCHH,BABULAL AMARSHI VAGHELA,M,IND
Gujarat,1,KACHCHH,SONDARVA BALUBEN MAHESHBHAI,F,RPWP
Gujarat,1,KACHCHH,DHIRUBHAI BABULAL SHRIMALI,M,aicp
Gujarat,2,BANASKANTHA,PARBATBHAI SAVABHAI PATEL,M,BJP
Gujarat,2,BANASKANTHA,PARTHIBHAI GALBABHAI BHATOL,M,INC
Gujarat,2,BANASKANTHA,THAKOR SWARUPJI SARDARJI,M,IND
Gujarat,2,BANASKANTHA,TEJABHAI NETHIBHAI RABARI,M,BSP
Gujarat,2,BANASKANTHA,PUROHIT SHYAMABEN NARANBHAI,F,IND
Gujarat,2,BANASKANTHA,MADHU NIRUPABEN,F,IND
Gujarat,2,BANASKANTHA,THAKOR MELAJI MADARSINH,M,GAGUP
Gujarat,2,BANASKANTHA,PARSANI IBRAHIMBHAI PIRABHAI,M,IND
Gujarat,2,BANASKANTHA,PARMAR CHHAGANCHANDRARAJ DHANABHAI,M,IND
Gujarat,2,BANASKANTHA,DR. CHANDRA BEN,F,IND
Gujarat,2,BANASKANTHA,CHARAMTA BHARATKUMAR KHEMABHAI,M,IND
Gujarat,2,BANASKANTHA,DESAI ISHVARBHAI MAHADEVBHAI,M,IND
Gujarat,2,BANASKANTHA,PADHIYAR BHARATKUMAR ISHVARLAL,M,IND
Gujarat,2,BANASKANTHA,JAGDISHJI PARTHIJI DHARANI,M,IND
Gujarat,3,PATAN,DABHI BHARATSINHJI SHANKARJI,M,BJP
Gujarat,3,PATAN,JAGDISH THAKOR,M,INC
Gujarat,3,PATAN,CHAUDHARI KIRTIBHAI JESHANGBHAI,M,NCP
Gujarat,3,PATAN,RATHOD GOVINDBHAI BHIKHABHAI,M,IND
Gujarat,3,PATAN,SURAJKUMAR MAHENDRABHAI PARMAR,M,BSP
Gujarat,3,PATAN,MOLAPIYA ABDULKUDUS ABDULMAJID,M,IND
Gujarat,3,PATAN,PRAJAPATI JAYANTIBHAI DEVABHAI,M,HND
Gujarat,3,PATAN,MAKWANA VAGHABHAI MAGANBHAI,M,IND
Gujarat,3,PATAN,BHORANIYA SHOYABBHAI HASAMBHAI,M,IND
Gujarat,3,PATAN,PRAVINKUMAR TULSIDAS PANDYA,M,IND
Gujarat,3,PATAN,CHAUDHARI SHAILESHKUMAR KANJIBHAI,M,IND
Gujarat,3,PATAN,UMEDBHAI HARIBHAI NAI,M,IND
Gujarat,4,MAHESANA,SHARDABEN ANILBHAI PATEL,F,BJP
Gujarat,4,MAHESANA,A. J. Patel,M,INC
Gujarat,4,MAHESANA,CHAUHAN PRAHLADBHAI NATTHUBHAI,M,BSP
Gujarat,4,MAHESANA,RATHOD GULABSINH DURSINH,M,IND
Gujarat,4,MAHESANA,CHAUDHARI SENDHABHAI ABHERAJBHAI,M,BMUP
Gujarat,4,MAHESANA,PATEL AMBALAL TALASHIBHAI,M,IND
Gujarat,4,MAHESANA,PATEL ANITABEN RAMABHAI,F,IND
Gujarat,4,MAHESANA,THAKOR BIPINKUMAR SHANKARJI,M,IND
Gujarat,4,MAHESANA,THAKOR JAYANTIJI CHUNTHAJI,M,IND
Gujarat,4,MAHESANA,THAKOR MAYURKUMAR RUPSINGJI,M,IND
Gujarat,4,MAHESANA,PRAJAPATI KANUBHAI AMATHARAM,M,BRP
Gujarat,4,MAHESANA,BAROT KULDIPKUMAR BHARATKUMAR,M,YJJP
Gujarat,5,SABARKANTHA,RATHOD DIPSINH SHANKARSINH,M,BJP
Gujarat,5,SABARKANTHA,THAKOR RAJENDRASINH SHIVSINH,M,INC
Gujarat,5,SABARKANTHA,RAVAL RAJUBHAI PUNJABHAI,M,IND
Gujarat,5,SABARKANTHA,PATHAN AAIYUBKHAN AJABKHAN,M,IND
Gujarat,5,SABARKANTHA,VINODBHAI JETHABHAI MESARIYA,M,BSP
Gujarat,5,SABARKANTHA,LATA BABUBHAI NATHAJI,M,IND
Gujarat,5,SABARKANTHA,LUHAR HAFIJHUSEN HAJINURMAHMAD,M,IND
Gujarat,5,SABARKANTHA,PATEL KESHAVLAL GANGARAMBHAI,M,IND
Gujarat,5,SABARKANTHA,KHARADI DHARMENDRASINGH SAMSUBHAI,M,BTP
Gujarat,5,SABARKANTHA,PATEL KIRITKUMAR BABARBHAI,M,IND
Gujarat,5,SABARKANTHA,SANGHANI MUSTAKBHAI JAMALBHAI,M,IND
Gujarat,5,SABARKANTHA,SOLANKI MAGANBHAI LAKHABHAI,M,IND
Gujarat,5,SABARKANTHA,PATEL JAYANTIBHAI SHAMJIBHAI,M,HND
Gujarat,5,SABARKANTHA,VIKRAMBHAI BAHECHARBHAI MAKWANA,M,GAGUP
Gujarat,5,SABARKANTHA,JADEJA INDRAVIJAYSINH KALYANSINH,M,YJJP
Gujarat,5,SABARKANTHA,ZALA DALPATSINH MOTISINH,M,IND
Gujarat,5,SABARKANTHA,KALABHAI BABABHAI PARMAR,M,IND
Gujarat,5,SABARKANTHA,NARESHKUMAR RAMESHBHAI PATEL,M,BNJD
Gujarat,5,SABARKANTHA,LAXMISHANKAR MADHUSUDAN JOSHI,M,JANSAPP
Gujarat,5,SABARKANTHA,MAYURSINH VANRAJSINH ZALA,M,RVZP
Gujarat,6,GANDHINAGAR,AMIT SHAH,M,BJP
Gujarat,6,GANDHINAGAR,Dr. C. J. CHAVDA,M,INC
Gujarat,6,GANDHINAGAR,VORA ALIMAHMAD RAJABHAI,M,IND
Gujarat,6,GANDHINAGAR,JAYENDRA KARSHANBHAI RATHOD,M,BSP
Gujarat,6,GANDHINAGAR,SHEKH SHAHINBANU MOLANA MUSTAK,F,IND
Gujarat,6,GANDHINAGAR,RATHOD VALJIBHAI BECHARBHAI,M,IND
Gujarat,6,GANDHINAGAR,PATEL AMARISH JASVANTLAL (C. A.),M,HND
Gujarat,6,GANDHINAGAR,MAKWANA ANILKUMAR SOMABHAI,M,IND
Gujarat,6,GANDHINAGAR,MAHENDRABHAI SOMABHAI PATNI,M,IND
Gujarat,6,GANDHINAGAR,BHOGILAL J. RATHOD (ADVOCATE),M,BMUP
Gujarat,6,GANDHINAGAR,MAKVANA PRAKASHBHAI BAHECHARJI (HITUBHA),M,GAGUP
Gujarat,6,GANDHINAGAR,CHANDRAPAL HASMUKH BAVJIBHAI,M,PPID
Gujarat,6,GANDHINAGAR,RAHUL CHIMANBHAI MEHTA,M,RTORP
Gujarat,6,GANDHINAGAR,NARENDRABHAI REVASHANKAR TRIVEDI,M,JANSAPP
Gujarat,6,GANDHINAGAR,PATHAN FIROZKHAN SAEEDKHAN,M,IND
Gujarat,6,GANDHINAGAR,Dr. N. T. SENGAL,M,BSDL
Gujarat,6,GANDHINAGAR,KHODABHAI LALAJIBHAI DESAI,M,IND
Gujarat,7,AHMEDABAD EAST,Patel Hasmukhbhai Somabhai,M,BJP
Gujarat,7,AHMEDABAD EAST,Gitaben Patel,F,INC
Gujarat,7,AHMEDABAD EAST,Vaghela Ganeshbhai Narsinhbhai,M,BSP
Gujarat,7,AHMEDABAD EAST,Atulbhai Nanubhai Kathiriya,M,IND
Gujarat,7,AHMEDABAD EAST,Chauhan Kiritbhai,M,IND
Gujarat,7,AHMEDABAD EAST,Jayswal Nareshkumar Babulal (Raju Mataji),O,IND
Gujarat,7,AHMEDABAD EAST,Dr. Hitesh Mahendrabhai,M,NIRBHP
Gujarat,7,AHMEDABAD EAST,Mahesh Prabhudas Ahuja,M,IND
Gujarat,7,AHMEDABAD EAST,Vekariya Rushi Bharatbhai (Patel),M,HND
Gujarat,7,AHMEDABAD EAST,Sheikh Salmabanu Mohammad Salim,F,IND
Gujarat,7,AHMEDABAD EAST,Devda Dasharath Misarilal,M,IND
Gujarat,7,AHMEDABAD EAST,Rajesh Maurya,M,PAP
Gujarat,7,AHMEDABAD EAST,Sharma Brijesh Kumar Ujagarlal,M,IND
Gujarat,7,AHMEDABAD EAST,Samirbhai Rajeshkumar Upadhyay,M,MaNPa
Gujarat,7,AHMEDABAD EAST,Virat Pradip Shah,M,JANSAPP
Gujarat,7,AHMEDABAD EAST,Minaxiben Rakeshkumar Solanki,F,IND
Gujarat,7,AHMEDABAD EAST,Mishra Arjun Ramshankar,M,JSVP
Gujarat,7,AHMEDABAD EAST,Thakur Jitendrasinh Surendrasinh,M,LoRP
Gujarat,7,AHMEDABAD EAST,Bhatt Sunilkumar Narendrabhai,M,RTORP
Gujarat,7,AHMEDABAD EAST,Mundra Anilkumar,M,LOGAP
Gujarat,7,AHMEDABAD EAST,Kadri Mohammad Sabir,M,ANC
Gujarat,7,AHMEDABAD EAST,Manoj Premchand Gupta,M,SABHP
Gujarat,7,AHMEDABAD EAST,Chauhan Narendrasinh Makhatulsinh,M,YJJP
Gujarat,7,AHMEDABAD EAST,Bharvad Saileshkumar Kalidas,M,IND
Gujarat,7,AHMEDABAD EAST,Mishra Rajkumar Malekchand,M,IND
Gujarat,7,AHMEDABAD EAST,Pareshkumar Nanubhai Mulani,M,IND
Gujarat,8,AHMEDABAD WEST,DR. KIRIT P. SOLANKI,M,BJP
Gujarat,8,AHMEDABAD WEST,RAJU PARMAR,M,INC
Gujarat,8,AHMEDABAD WEST,TRIBHOVANDAS KARSANDAS VAGHELA,M,BSP
Gujarat,8,AHMEDABAD WEST,CHAUHAN HARISHBHAI JETHABHAI,M,RPWP
Gujarat,8,AHMEDABAD WEST,MALHOTRA PANKAJKUMAR DAYABHAI (DOCTOR SAHEB),M,IND
Gujarat,8,AHMEDABAD WEST,VAGHELA ASHWINBHAI AMRUTBHAI,M,BTP
Gujarat,8,AHMEDABAD WEST,MAHEDIA MAHENDRABHAI PARSOTTAMDAS,M,IND
