candidate_name,party,age,state,criminal_cases,education,total_assets,liabilities,year
Ramhari Gope,Ambedkarite Party of India,31.0,Jharkhand,1,Graduate,0,0,2024
Ranjana Giri,Republican Party of India (A),35.0,Jharkhand,1,10th Pass,2272754,0,2024
Ranjeet Bhagat,IND,36.0,Jharkhand,0,Graduate Professional,2550000,0,2024
Rezaul Haque,Lokhit Adhikar Party,46.0,Jharkhand,0,Graduate,9538000,198000,2024
Sadhu Charan Paul,IND,68.0,Jharkhand,0,Post Graduate,19403880,0,2024
Sahadat Ansari,IND,32.0,Jharkhand,0,10th Pass,0,0,2024
Samir Kumar Mohanty,JMM,54.0,Jharkhand,2,Graduate,4718863,1144350,2024
Samir Oraon,BJP,53.0,Jharkhand,1,12th Pass,8486347,0,2024
Sanaka Mahato,SUCI(C),53.0,Jharkhand,0,8th Pass,325763,30000,2024
Sanan Ram,Lokhit Adhikar Party,64.0,Jharkhand,0,10th Pass,15920000,300000,2024
Sangram Mardi,IND,57.0,Jharkhand,0,10th Pass,0,0,2024
Sanjay Kumar Giri,Akhil Bharat Hindu Mahasabha,50.0,Jharkhand,1,12th Pass,1012464,63000,2024
Sanjay Kumar Mehta,IND,30.0,Jharkhand,0,Post Graduate,346695,0,2024
Sanjay Kumar Snehi,Lokhit Adhikar Party,48.0,Jharkhand,0,10th Pass,19760000,0,2024
Sanjay Seth,BJP,65.0,Jharkhand,2,Graduate Professional,24152085,3244306,2024
Sanjay Tudu,IND,37.0,Jharkhand,0,12th Pass,0,0,2024
Santosh Kumar Jaiswal,IND,52.0,Jharkhand,0,Graduate,560000,256,2024
Sarweshwari Sahu,Ekam Sanatan Bharat Dal,43.0,Jharkhand,0,Post Graduate,11130790,25000000,2024
Saurav Vishnu,IND,44.0,Jharkhand,0,Post Graduate,199109090,4300000,2024
Savitri Devi,BSP,35.0,Jharkhand,0,12th Pass,6719477,0,2024
Sebastion Hembrom,IND,62.0,Jharkhand,0,Others,0,0,2024
Shaikh Akhiruddin,Bahujan Maha Party,56.0,Jharkhand,0,5th Pass,1512100,0,2024
Shaniya Oraon,IND,55.0,Jharkhand,1,8th Pass,767058,0,2024
Shashi Bhushan Keshri,IND,30.0,Jharkhand,3,12th Pass,186000,0,2024
Shivji Prasad,Right to Recall Party,26.0,Jharkhand,0,Graduate Professional,45100,0,2024
Shyam Bihari Prajapati,Bhagidari Party(P),54.0,Jharkhand,0,Graduate Professional,0,0,2024
Shyam Bihari Prajapati,Bhagidari Party(P),54.0,Jharkhand,0,Graduate Professional,6305000,0,2024
Sita Murmu,BJP,49.0,Jharkhand,4,12th Pass,88869518,1365549,2024
Sitan Rabidas,BSP,48.0,Jharkhand,0,12th Pass,1960003,45000,2024
Soma Singh,Jai Maha Bharath Party,49.0,Jharkhand,0,8th Pass,645150,0,2024
Sriram Singh,IND,45.0,Jharkhand,1,Graduate,0,0,2024
Stephan Kindo,IND,63.0,Jharkhand,0,8th Pass,4350000,50000,2024
Subhash Kumar Thakur,Sarv Samaj Party,40.0,Jharkhand,0,12th Pass,545344,0,2024
Subodh Kumar Yadav,IND,30.0,Jharkhand,0,Graduate,3020000,300000,2024
Sudha Rani Besra,Peoples Party of India (Democratic),53.0,Jharkhand,0,12th Pass,7513600,42000,2024
Sukhdeo Bhagat,INC,63.0,Jharkhand,1,Post Graduate,0,0,2024
Sukumar Soren,Bharat Adivasi Party,31.0,Jharkhand,0,Post Graduate,10134000,0,2024
Sumit Kumar Yadav,Samata Party,31.0,Jharkhand,0,Graduate,18414000,100000,2024
Sunaina Kinnar,IND,34.0,Jharkhand,0,Graduate,362000,0,2024
Sunita Tudu,IND,37.0,Jharkhand,1,Post Graduate,4319400,1500000,2024
Suraj Kumar Aman,Bhagidari Party(P),41.0,Jharkhand,0,Graduate Professional,0,0,2024
Surendra Kumar Agrawal,IND,35.0,Jharkhand,0,Post Graduate,2020000,920000,2024
Sushanti Hembrom,IND,46.0,Jharkhand,0,Others,2098000,132000,2024
Tala Marandi,BJP,60.0,Jharkhand,0,Graduate,4449167,0,2024
Tiplal Sah,Lokhit Adhikar Party,33.0,Jharkhand,1,12th Pass,2651100,900000,2024
Tridev Kr Mahto,IND,32.0,Jharkhand,0,12th Pass,0,0,2024
Tulsi Mahto,IND,50.0,Jharkhand,0,Graduate,9949053,8000,2024
Uday Shankar Khaware,IND,44.0,Jharkhand,0,Post Graduate,6691300,2890500,2024
Umesh Paswan,IND,60.0,Jharkhand,0,Literate,445500,0,2024
Vijay Kumar Hansdak,JMM,41.0,Jharkhand,0,10th Pass,62011168,16981136,2024
Vikrant Kumar Singh,IND,26.0,Jharkhand,2,Graduate,0,0,2024
Vinod Kumar Mandal,Lokhit Adhikar Party,44.0,Jharkhand,0,Post Graduate,1720000,0,2024
Vinod Kumar Rana,IND,42.0,Jharkhand,0,Literate,6922000,0,2024
Vinod Kumar Singh,CPI(ML)(L),46.0,Jharkhand,3,Post Graduate,5598476,267240,2024
Vishnu Dayal Ram,BJP,72.0,Jharkhand,0,Graduate,39081116,1237580,2024
Vrinda Ram,Peoples Party of India (Democratic),51.0,Jharkhand,0,Graduate,0,0,2024
Yashaswini Sahay,INC,27.0,Jharkhand,0,Post Graduate,24130667,1664710,2024
Yogesh Kumar Singh,IND,26.0,Jharkhand,0,Graduate,550000,0,2024
Anandswamy Gaddadevarmath,INC,46.0,Karnataka,1,Graduate,568154912,224668569,2024
Shoban Babu V,Indian Labour Party (Ambedkar Phule),56.0,Karnataka,0,5th Pass,50000,0,2024
A . Raj,IND,51.0,Karnataka,0,Graduate,3454000,2055000,2024
A. Devadas,SUCI(C),55.0,Karnataka,0,8th Pass,1746568,0,2024
A. G. Ramachandra Rao,Secular Democratic Congress,67.0,Karnataka,0,Graduate,0,0,2024
A. S. Sathish,IND,33.0,Karnataka,0,Graduate,534000,0,2024
A.D. Shivappa,BSP,67.0,Karnataka,0,Graduate,21756000,1274783,2024
A.K. Ganesh,IND,41.0,Karnataka,0,Literate,1915000,1750000,2024
A.T. Dadakhalandar,Country Citizen Party,42.0,Karnataka,0,10th Pass,50500,148000,2024
Abdul Nazeer Ahammed,IND,64.0,Karnataka,0,5th Pass,0,0,2024
Abdulaziz Kaladagi Pendari,IND,42.0,Karnataka,0,8th Pass,1170000,150000,2024
Abhaya Sheela,Rashtriya Samaj Dal (R),46.0,Karnataka,2,12th Pass,2405000,1500000,2024
Abhishek K,Uttama Prajaakeeya Party,36.0,Karnataka,0,Graduate Professional,10181571,0,2024
Amaresh,IND,35.0,Karnataka,1,10th Pass,1193500,0,2024
Ambadas Sopanrao Hulsure,Bahujan Bharat Party,35.0,Karnataka,0,12th Pass,0,0,2024
Ambedkar. C. J,IND,30.0,Karnataka,0,Others,556000,519011,2024
Ambrose D Mello,IND,56.0,Karnataka,1,Post Graduate,76000,0,2024
Amruth Raja,IND,34.0,Karnataka,0,Post Graduate,1265498,0,2024
Anand Sinnur,IND,34.0,Karnataka,1,Graduate,550000,0,2024
Anjali Nimbalkar,INC,47.0,Karnataka,1,Post Graduate,0,0,2024
Annasaheb Shankar Jolle,BJP,60.0,Karnataka,0,12th Pass,547688680,232491358,2024
Annoji Rao. G,Sarva Janata Party,49.0,Karnataka,0,12th Pass,3691000,0,2024
Anthosh Savvase,Uttama Prajaakeeya Party,29.0,Karnataka,0,Graduate,723147,0,2024
Appasaheb Shripati Kurane,Sarva Janata Party,42.0,Karnataka,0,12th Pass,9577141,260000,2024
Aravind Gowda,IND,29.0,Karnataka,0,Graduate,0,0,2024
Arun Prasad.A,BSP,51.0,Karnataka,0,12th Pass,60000,0,2024
Arun.S.Hirehal,IND,47.0,Karnataka,0,Post Graduate,14985000,0,2024
Aruna Kanahalli,Uttama Prajaakeeya Party,41.0,Karnataka,0,10th Pass,411000,293523,2024
Asgar A Mohin.S.M.,IND,55.0,Karnataka,0,12th Pass,8702000,0,2024
Ashok Appaya Appugol,BSP,58.0,Karnataka,0,12th Pass,0,0,2024
Ashok P Hanaji,IND,42.0,Karnataka,0,12th Pass,2320000,60000,2024
Ashoka Chakravarthi,BSP,44.0,Karnataka,0,Post Graduate,7192000,210000,2024
Ashpakahmad Ustad,IND,46.0,Karnataka,0,10th Pass,2799000,600000,2024
Avinash Narayan Patil,IND,62.0,Karnataka,0,Graduate,31980000,3300000,2024
B. Devaraj,IND,49.0,Karnataka,0,10th Pass,0,0,2024
B. Krishna Prasad,"Proutist Bloc, India",70.0,Karnataka,0,12th Pass,11103593,0,2024
B. Sreeramulu,BJP,53.0,Karnataka,5,Graduate,708654662,69764831,2024
"B. Venkatesha, Shilpi",IND,39.0,Karnataka,0,Graduate Professional,5669909,0,2024
B. Vijaykumar Chinchansoorkar,Prahar Janshakti Party,40.0,Karnataka,0,Others,93000,0,2024
B.N. Suresha (Sureshgowda),IND,51.0,Karnataka,0,12th Pass,0,0,2024
B.N.Chandrappa,INC,68.0,Karnataka,0,Post Graduate,144034377,8971269,2024
B.T. Ramasubbaiah,Indian Movement Party,61.0,Karnataka,0,12th Pass,140000,248000,2024
B.Y.Raghavendra,BJP,50.0,Karnataka,1,Graduate,737145310,136106691,2024
Balakrishna.M.,Uttama Prajaakeeya Party,32.0,Karnataka,0,5th Pass,2815416,0,2024
Balanagoudra Mallikarjunagouda,IND,60.0,Karnataka,0,5th Pass,0,0,2024
Balaraj.S,BJP,58.0,Karnataka,0,Graduate Professional,64337433,3887132,2024
Balbheem Unne,IND,54.0,Karnataka,0,Post Graduate,17928472,913681,2024
Bandi,IND,30.0,Karnataka,0,Graduate,111052,112233,2024
Bankapur Shoukatali,Tipu Sultan Party,33.0,Karnataka,0,5th Pass,295000,35000,2024
Barkath Ali,IND,55.0,Karnataka,0,10th Pass,0,0,2024
Basappa Gurusiddappa Kumbar,Karnataka Rashtra Samithi,64.0,Karnataka,1,10th Pass,13815000,700000,2024
Basava Prabhu. Meda,Karnataka Rashtra Samithi,35.0,Karnataka,0,12th Pass,1751308,205385,2024
Basavaraj B Hadi,IND,53.0,Karnataka,0,10th Pass,16903641,25000,2024
Basavaraj Bommai,BJP,64.0,Karnataka,0,Graduate Professional,539504552,54634074,2024
Basavaraju J.D,IND,60.0,Karnataka,0,10th Pass,0,0,2024
Basavaraju. H.R,National Maha Sabha Party,53.0,Karnataka,1,12th Pass,8750000,3150000,2024
Beeresh. C.T (Sainika Beeresh),IND,38.0,Karnataka,0,10th Pass,2700000,0,2024
Bhagwanth Khuba,BJP,57.0,Karnataka,0,Graduate Professional,61116182,909990,2024
Bhaskar Ankalamadugu Shivareddy,IND,30.0,Karnataka,0,10th Pass,90000,0,2024
Bhaskar Ankalamadugu Shivareddy,IND,30.0,Karnataka,0,10th Pass,0,0,2024
Bhimasen Dattu Sanadi,IND,54.0,Karnataka,0,Literate,2205000,620000,2024
Bhovi Tarabai,IND,45.0,Karnataka,0,Graduate,619110,40000,2024
Bhutharaja. V.S.,IND,36.0,Karnataka,0,Post Graduate,1980561,340000,2024
Budayya. B.P,Karunaadu Party,52.0,Karnataka,0,Post Graduate,48885575,0,2024
Bugadi Basavalingappa Irappa,Uttama Prajaakeeya Party,43.0,Karnataka,0,12th Pass,0,0,2024
C M. Shabaz Khan,Young Star Empowerment Party,30.0,Karnataka,2,12th Pass,701500,0,2024
C N Manjunatha,Bahujan Bharat Party,52.0,Karnataka,1,10th Pass,15600000,0,2024
C. Channaveera,Karnataka Rashtra Samithi,39.0,Karnataka,0,10th Pass,176900,135000,2024
C. Sharana Basappa,Republican Party of India (Karnataka),40.0,Karnataka,0,10th Pass,304900,500000,2024
C.M. Shabaz Khan,Young Star Empowerment Party,30.0,Karnataka,2,12th Pass,0,0,2024
C.M.Krishna,Dr. Ambedkar Peoples Party,42.0,Karnataka,0,Others,436000,0,2024
C.V. Lokesh Gowda,IND,58.0,Karnataka,0,Graduate Professional,125943962,5000000,2024
Captain Brijesh Chowta,BJP,42.0,Karnataka,1,Graduate,7056365,962010,2024
Chandan Gowda. K,IND,29.0,Karnataka,0,Post Graduate,9439500,950000,2024
Chandrashekar. H C,IND,44.0,Karnataka,0,10th Pass,0,0,2024
Chandrashekar. H.C,IND,44.0,Karnataka,0,10th Pass,45013152,1037230,2024
Chandrashekara. K.R (Chandru Keelara),Karnataka Rashtra Samithi,53.0,Karnataka,0,10th Pass,8720000,0,2024
Channamayigowda,IND,63.0,Karnataka,0,Literate,81039000,0,2024
Chetan Chaman,Country Citizen Party,41.0,Karnataka,0,Graduate Professional,9859973,0,2024
Chidanand H Harijan,IND,63.0,Karnataka,0,Literate,0,0,2024
Christopher Raj Kumar,IND,66.0,Karnataka,0,Post Graduate,12978369,1000000,2024
Comrade Sunil T. R,SUCI(C),31.0,Karnataka,0,Post Graduate,52320,0,2024
Conductor Pampapathi,IND,65.0,Karnataka,0,12th Pass,3350000,0,2024
D Durga Prasad Byatarayanaji,Challengers Party,58.0,Karnataka,0,Graduate Professional,48858000,0,2024
D Gopalakrishna,Socialist Party (India),69.0,Karnataka,0,Post Graduate,0,0,2024
D K Suresh,INC,57.0,Karnataka,3,12th Pass,5930525395,1500626994,2024
D. Chinnappa,IND,55.0,Karnataka,0,12th Pass,361000,1270000,2024
D. Sudhakara,IND,38.0,Karnataka,0,10th Pass,1048508,0,2024
D.S. Eshwarappa,IND,55.0,Karnataka,0,12th Pass,66682000,2774000,2024
Darshan K Ponneti,IND,41.0,Karnataka,0,12th Pass,0,0,2024
Dattatreya Dasharatha Tavare,IND,32.0,Karnataka,0,Others,3717250,60000,2024
Deepak Rajesh Coelho,IND,48.0,Karnataka,1,12th Pass,10090000,0,2024
Devaraj Corona Warrior,IND,40.0,Karnataka,0,12th Pass,267746,20000,2024
Devaraj M.Y,Karnataka Rashtra Samithi,46.0,Karnataka,0,Graduate,5917000,200000,2024
Devaraja A Alusurudinne,Uttama Prajaakeeya Party,38.0,Karnataka,0,10th Pass,0,0,2024
Dilip Kadwad,IND,41.0,Karnataka,0,12th Pass,628507,182900,2024
Dilip Kumar I.S.,IND,40.0,Karnataka,0,Graduate Professional,37974759,8651539,2024
Doddesh H.S,Janahitha Paksha,39.0,Karnataka,4,5th Pass,867518,0,2024
Dr C N Manjunath,BJP,67.0,Karnataka,0,Post Graduate,983883816,148146673,2024
Dr Harish Gowda,IND,39.0,Karnataka,0,Post Graduate,0,0,2024
Dr M. Venkataswamy,IND,69.0,Karnataka,0,Doctorate,3827848,0,2024
Dr M.P. Darakeswaraiah,IND,65.0,Karnataka,0,Graduate Professional,31900000,0,2024
Dr. Basavaraj K. Sharanappa,BJP,48.0,Karnataka,0,Post Graduate,141392780,50823859,2024
Dr. Dinkar More,IND,72.0,Karnataka,0,Post Graduate,72838944,21248501,2024
Dr. G H Imrapur,IND,64.0,Karnataka,1,Doctorate,0,0,2024
Dr. Gurappa H Imrapur,IND,64.0,Karnataka,1,Post Graduate,235810000,7400000,2024
Dr. H. M. Nanjundaswamy,Samajwadi Janata Party(Karnataka),48.0,Karnataka,0,Doctorate,12453525,5600000,2024
Dr. H.B.M. Hiremath,Kannada Paksha,62.0,Karnataka,0,Post Graduate,23740184,3550000,2024
Dr. Kadayya Hiremath (Swamiji),IND,46.0,Karnataka,0,Post Graduate,1600000,200000,2024
Dr. M.R. Ranganatha,IND,68.0,Karnataka,0,Doctorate,0,0,2024
Dr. Muttu S Surakod (Madar),IND,38.0,Karnataka,0,10th Pass,6725000,950000,2024
Dr. Prabha Mallikarjun,INC,48.0,Karnataka,0,Graduate,2412803910,247124278,2024
Dr. Umesh G Jadhav,BJP,65.0,Karnataka,0,Post Graduate,62166332,5759357,2024
Dr.K.Sudhakar,BJP,50.0,Karnataka,1,Graduate Professional,334163156,203448949,2024
Dr.R.Shekar Thirumavalvan,IND,52.0,Karnataka,0,8th Pass,0,0,2024
Durga Prasad,Karunada Sevakara Party,32.0,Karnataka,0,12th Pass,6278323,1821618,2024
E. Tukaram,INC,57.0,Karnataka,0,Post Graduate,35267209,12325000,2024
E.H. Nayak,IND,38.0,Karnataka,0,Post Graduate,110000,0,2024
Eshwara,Uttama Prajaakeeya Party,38.0,Karnataka,0,Literate,1757085,157820,2024
G N Ravi,IND,59.0,Karnataka,0,Others,0,0,2024
G N. Kodandareddy,IND,61.0,Karnataka,0,Post Graduate,40600000,250000,2024
G Subramani Shetty,Karnataka Rashtra Samithi,30.0,Karnataka,0,12th Pass,10790998,85000,2024
G. Jayadeva,IND,34.0,Karnataka,0,10th Pass,137200,0,2024
G. Kumar Naik,INC,60.0,Karnataka,0,Graduate Professional,334128505,50402456,2024
G. Swamy,Navabharath Sena,47.0,Karnataka,0,10th Pass,0,0,2024
G.D.Rajagopal (H.D.Kote),IND,53.0,Karnataka,0,12th Pass,183000,0,2024
G.M. Barkath Ali Basha,IND,44.0,Karnataka,0,Illiterate,475000,0,2024
G.M. Gayitri,IND,50.0,Karnataka,0,Literate,676000,40000,2024
G.N.Venkatesh,IND,53.0,Karnataka,0,Graduate Professional,2632000,150000,2024
G.S.Gayithri,BJP,69.0,Karnataka,0,12th Pass,0,0,2024
Gaddigoudar Parvatgouda Chandangouda,BJP,72.0,Karnataka,0,Graduate Professional,75855750,24446219,2024
Gajanan L. Pujari,IND,36.0,Karnataka,0,Graduate Professional,7197879,1300501,2024
Ganapati Hegde,SUCI(C),66.0,Karnataka,0,10th Pass,525655,0,2024
Ganapati Rathod (Hanjagi),Karnataka Rashtra Samithi,44.0,Karnataka,1,Literate,2882500,510000,2024
Ganesh,IND,63.0,Karnataka,0,Illiterate,0,0,2024
Ganesh. B (Belli),IND,54.0,Karnataka,2,12th Pass,10463055,75000,2024
Gangadhar Badiger,SUCI(C),42.0,Karnataka,0,Graduate Professional,80260,0,2024
Gangadhar Bahujan,BSP,43.0,Karnataka,0,Post Graduate,5064100,20000,2024
Geetha Shivarajkumar,INC,59.0,Karnataka,0,Graduate,890619314,251187562,2024
Gopal M.P. Garampalli,IND,28.0,Karnataka,0,Post Graduate,0,0,2024
Govind Makthappa Karjol,BJP,73.0,Karnataka,0,10th Pass,43243598,0,2024
Govindaiah,BSP,56.0,Karnataka,0,8th Pass,3287000,0,2024
H D Revanna,Purvanchal Mahapanchayat,48.0,Karnataka,0,10th Pass,3100000,100000,2024
H K Narasimhappa,Samajwadi Janata Party(Karnataka),68.0,Karnataka,0,5th Pass,50000,0,2024
H Suresh Poojari,IND,52.0,Karnataka,0,5th Pass,0,0,2024
H V Chandrashekar,Viduthalai Chiruthaigal Katchi,46.0,Karnataka,0,8th Pass,9590000,360000,2024
H. K. Krishna,Karunaadu Party,51.0,Karnataka,0,Post Graduate,90000,0,2024
H. P. Shivaprakash,SUCI(C),57.0,Karnataka,0,8th Pass,962214,0,2024
H.D. Kumaraswamy,Janata Dal (Secular),65.0,Karnataka,3,Graduate,2172328789,821806608,2024
H.D. Revanna,Purvanchal Mahapanchayat,48.0,Karnataka,0,10th Pass,0,0,2024
H.K.Swamy Haradanahalli,IND,43.0,Karnataka,1,12th Pass,3137000,350000,2024
H.L. Mohan Kumar,IND,45.0,Karnataka,0,8th Pass,958002,0,2024
H.R.Nataraj,IND,56.0,Karnataka,1,Others,175579225,26700000,2024
Hanamesh . S . H. Shakhapur,IND,29.0,Karnataka,0,12th Pass,50000,0,2024
Hanumanthappa,BSP,49.0,Karnataka,0,10th Pass,0,0,2024
Harish Gowda,Socialist Party (India),42.0,Karnataka,0,Others,752500,100000,2024
Hebbal Venkatesh.J,Republican Party of India (A),71.0,Karnataka,0,10th Pass,885000,0,2024
Hegde Vishweshwar,BJP,63.0,Karnataka,0,Graduate,167409004,0,2024
Hemanth Gaveesh,IND,38.0,Karnataka,0,12th Pass,7402777,2370735,2024
Hemavathi K,SUCI(C),47.0,Karnataka,0,Graduate Professional,0,0,2024
Holur Srinivasa,IND,46.0,Karnataka,0,10th Pass,125000,145000,2024
Hucheshwara Wathar Gour,BSP,53.0,Karnataka,0,Graduate,1105000,0,2024
Imamsab Janglisab Mulla,IND,45.0,Karnataka,0,8th Pass,29563073,22800000,2024
Imtiyaz A. Attar,IND,53.0,Karnataka,0,10th Pass,10404000,2500000,2024
J T Prakash,IND,67.0,Karnataka,0,Graduate Professional,0,0,2024
J. Jai Simha Varma,Gareeb Aadmi Party,27.0,Karnataka,0,Graduate Professional,30000,0,2024
J.K. Sami,IND,58.0,Karnataka,0,5th Pass,72000,0,2024
Jagadish Shettar,BJP,68.0,Karnataka,0,Graduate Professional,133815982,7166354,2024
Jagadish Yallappa Bankapura,IND,44.0,Karnataka,0,10th Pass,7412000,0,2024
Jairaj Kashappa Bukka Advocate,IND,57.0,Karnataka,0,Graduate Professional,0,0,2024
Javed Ahamed Belgaumkar,Naki Bharatiya Ekta Party,47.0,Karnataka,0,Others,2804475,550000,2024
Jayalakshmi Sundara Rajan,IND,45.0,Karnataka,0,Post Graduate,6549224,686,2024
Jayapal.D,IND,47.0,Karnataka,0,Illiterate,7879481,4750000,2024
Jitendra Ashok Kamble,Republican Party of India (A),48.0,Karnataka,5,Post Graduate,3784000,1000000,2024
Jitendra Subhash Nerle,IND,49.0,Karnataka,0,10th Pass,0,0,2024
John Benny,IND,55.0,Karnataka,0,12th Pass,6327700,0,2024
Jyoti Guledgudda,IND,37.0,Karnataka,0,Others,1614047,298613,2024
Jyoti Ramesh Chavan,IND,33.0,Karnataka,1,Post Graduate,12530000,0,2024
K Narashimamurthy,IND,37.0,Karnataka,0,10th Pass,233000,0,2024
K R Devaraja,Delhi Janta Party,66.0,Karnataka,0,10th Pass,0,0,2024
K V Gowtham,INC,51.0,Karnataka,1,Graduate Professional,151169757,37468185,2024
K. C. Janardhan,IND,61.0,Karnataka,0,Graduate,3167455,1393283,2024
K. Jayaprakash Hegde,INC,71.0,Karnataka,0,Graduate Professional,153442637,1500000,2024
K. Manjunatha,IND,53.0,Karnataka,0,10th Pass,35100000,3011603,2024
K. Rajashekar Basavaraj Hitnal,INC,44.0,Karnataka,3,12th Pass,0,0,2024
K. S. Eshwarappa,IND,77.0,Karnataka,0,Graduate,335095885,65860932,2024
K. Venkatesh,IND,39.0,Karnataka,0,10th Pass,3360000,695000,2024
K.M.Mahadeva,IND,54.0,Karnataka,0,Graduate,24254995,11600000,2024
K.R. Gangadharappa,IND,72.0,Karnataka,0,Post Graduate,7727500,2145000,2024
K.S Veerabhadrappa,Karnataka Rashtra Samithi,44.0,Karnataka,0,Illiterate,0,0,2024
K.T. Radhakrishna,BSP,65.0,Karnataka,0,10th Pass,18269128,300000,2024
K.V.Nanjundaswamy,IND,52.0,Karnataka,0,Post Graduate,1614000,650000,2024
Kadamba Naa Ambarish,Karnataka Jantha Paksha,38.0,Karnataka,0,Others,899000,1065000,2024
Kadamba. Naa. Ambarish,IND,38.0,Karnataka,0,12th Pass,899000,1065000,2024
Kalappa Yachrappa Badiger Vishwakarma,IND,38.0,Karnataka,0,Literate,0,0,2024
Kalavathi. N,SUCI(C),27.0,Karnataka,0,Post Graduate,176067,0,2024
Kallolikar Shambhu Krishna,IND,60.0,Karnataka,0,Post Graduate,132617341,2307463,2024
Kandalli Mahesh,Karnataka Rashtra Samithi,39.0,Karnataka,0,Post Graduate,1137926,155103,2024
Kanthakumar.R.,IND,32.0,Karnataka,4,Graduate Professional,714000,3500000,2024
Kanthappa Alangar,BSP,63.0,Karnataka,0,12th Pass,0,0,2024
Kapanigowda,IND,69.0,Karnataka,0,Graduate Professional,2730000,0,2024
Karadi Basavaraj,IND,40.0,Karnataka,0,Graduate,8046000,4289979,2024
Karavali Manjunath. Be,Rashtriya Samaj Dal (R),40.0,Karnataka,4,Graduate Professional,100514000,170000,2024
Kareempasha Gachchinmani,IND,46.0,Karnataka,0,10th Pass,39657498,17115022,2024
Karthik. K,Voters Independent Party,27.0,Karnataka,0,Literate,0,0,2024
Kashinath Kallappa Kurani,IND,39.0,Karnataka,0,Graduate,16081000,1362000,2024
Kempegowda,Navabharath Sena,41.0,Karnataka,0,12th Pass,552369,0,2024
Kenganal Mallikarjun Bhimappa,IND,52.0,Karnataka,0,Others,40892500,250000,2024
Khajamohiddin Gudageri,Socialist Party (India),60.0,Karnataka,0,Literate,11161000,550000,2024
Kota Srinivas Poojary,BJP,64.0,Karnataka,0,5th Pass,0,0,2024
Krishna Hanumantappa Balegara,IND,46.0,Karnataka,0,Graduate,1812941,2471000,2024
Krishnaiah,Rashtriya Samaj Dal (R),51.0,Karnataka,1,10th Pass,2560000,15000,2024
Krishnaiah N,IND,55.0,Karnataka,0,Post Graduate,1196500,150000,2024
Krishnaji Patil,IND,56.0,Karnataka,0,10th Pass,102030327,1800000,2024
Kumar L,Bharatiya Prajagala Kalyana Paksha,59.0,Karnataka,0,10th Pass,0,0,2024
Kumar Sambhaji Dongare,Karnataka Rashtra Samithi,42.0,Karnataka,0,Others,13422000,345000,2024
Kunaje Manjunatha Gowda,IND,52.0,Karnataka,1,12th Pass,6166740,25000,2024
L. Ranganath Gowda,Karnataka Rashtra Samithi,39.0,Karnataka,0,Post Graduate,22133173,1964000,2024
Lakshmi Srihari.J.N.,IND,37.0,Karnataka,0,10th Pass,1525000,245000,2024
Laxman Jadagannavar,SUCI(C),42.0,Karnataka,0,12th Pass,0,0,2024
Lokesha. S (Aarya Lokesh),Uttama Prajaakeeya Party,39.0,Karnataka,0,12th Pass,2655500,225000,2024
M C Halli Venu,Viduthalai Chiruthaigal Katchi,46.0,Karnataka,0,Graduate,950000,20000,2024
M Munigangappa,IND,61.0,Karnataka,0,Graduate Professional,57675500,6900000,2024
M S Badarinarayana,IND,55.0,Karnataka,0,Graduate Professional,1024000,0,2024
M. B. Sidagoni,BSP,59.0,Karnataka,0,Graduate Professional,0,0,2024
M. K. Dayananda,Proutist Sarva Samaj,75.0,Karnataka,0,12th Pass,133395000,400000,2024
M. Lakshmana,INC,59.0,Karnataka,4,Graduate Professional,30360160,3530980,2024
M. Mallesh Babu,Janata Dal (Secular),49.0,Karnataka,1,Post Graduate,238631536,34492248,2024
M. S. Praveen,Karnataka Rashtra Samithi,38.0,Karnataka,0,Post Graduate,22543082,3768992,2024
M.G. Srikanth,Navabharath Sena,42.0,Karnataka,0,10th Pass,0,0,2024
M.Krishna Murthy,BSP,49.0,Karnataka,0,Post Graduate,2171388,16000,2024
M.S. Raksha Ramaiah,INC,38.0,Karnataka,1,Post Graduate,1693278866,535298620,2024
M.T. Chandranna,IND,47.0,Karnataka,0,12th Pass,3555000,1000000,2024
Mahaboob Basha,IND,35.0,Karnataka,0,Illiterate,240000,103522,2024
Mahadev Patil,IND,66.0,Karnataka,1,10th Pass,0,0,2024
Mahadev. P,BSP,50.0,Karnataka,0,10th Pass,7350200,0,2024
Mahadevaswamy B M (Pampi),IND,32.0,Karnataka,0,Graduate,1117848,300000,2024
Mahamad Musadik Pasha,Karnataka Rashtra Samithi,38.0,Karnataka,0,8th Pass,1198150,0,2024
Mahesh A V,Karnataka Rashtra Samithi,32.0,Karnataka,2,Graduate,3673545,1000000,2024
Mahesh Ashok Kasar,IND,32.0,Karnataka,0,Graduate Professional,0,0,2024
Mahesh Gornalkar,Republican Party of India (A),36.0,Karnataka,0,Post Graduate,385842,0,2024
Mallikarjun H. T.,SUCI(C),44.0,Karnataka,0,Post Graduate,426009,0,2024
Mallikarjun Hadapad,IND,54.0,Karnataka,0,Literate,1595000,0,2024
Mallikarjunaiah,IND,44.0,Karnataka,0,10th Pass,20000,0,2024
Manjunath A.K,IND,37.0,Karnataka,0,10th Pass,0,0,2024
Manjunatha Gosal,Prahar Janshakti Party,57.0,Karnataka,0,5th Pass,4225500,665000,2024
Manjunatha Swamy T,IND,36.0,Karnataka,0,Others,322147,790926,2024
Mansoor Ali Khan,INC,51.0,Karnataka,1,Graduate Professional,973333614,90350693,2024
