Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,State
Tilottama Jena,AITC,0,10th Pass,47,"Rs 42,924  ~ 42 Thou+","Rs 2,20,700  ~ 2 Lacs+",Odisha
Tilottama Sethy,"Proutist Bloc, India",0,10th Pass,35,"Rs 7,02,000  ~ 7 Lacs+",Rs 0  ~,Odisha
Tirupati Rao Karanam,BSP,0,Graduate Professional,50,,,Odisha
Tuna Mallick,CPI(ML) Red Star,0,12th Pass,27,"Rs 40,320  ~ 40 Thou+",Rs 0  ~,Odisha
Udit Chandra Amat,IND,0,Others,65,"Rs 43,21,500  ~ 43 Lacs+",Rs 0  ~,Odisha
V.Chandrasekhar Naidu,INC,1,Graduate,52,"Rs 36,00,00,000  ~ 36 Crore+","Rs 8,000  ~ 8 Thou+",Odisha
A.G.Pathimaraj,BSP,0,Graduate Professional,33,"Rs 3,97,117  ~ 3 Lacs+","Rs 1,79,146  ~ 1 Lacs+",Puducherry
Baskaran.S,Puducherry Development Party,0,Post Graduate,42,"Rs 55,82,500  ~ 55 Lacs+","Rs 22,00,000  ~ 22 Lacs+",Puducherry
Dr. Narayanasamy Kesavan,All India N.R. Congress,0,Post Graduate,29,"Rs 8,37,19,044  ~ 8 Crore+","Rs 1,27,39,010  ~ 1 Crore+",Puducherry
Dr.M.A.S. Subramanian,Makkal Needhi Maiam,0,Graduate Professional,72,"Rs 39,35,86,982  ~ 39 Crore+","Rs 2,88,20,830  ~ 2 Crore+",Puducherry
Ims. Balaji,IND,0,10th Pass,32,,,Puducherry
K. Ramadoss,IND,0,8th Pass,54,"Rs 75,000  ~ 75 Thou+",Rs 0  ~,Puducherry
K.Arunachalam,Agila India Makkal Kazhagam,0,8th Pass,43,"Rs 63,000  ~ 63 Thou+",Rs 0  ~,Puducherry
Krishnamurthy.M,IND,0,Graduate,57,"Rs 1,88,19,553  ~ 1 Crore+","Rs 35,35,000  ~ 35 Lacs+",Puducherry
Muthu.U,SUCI(C),0,10th Pass,49,"Rs 22,75,000  ~ 22 Lacs+",Rs 0  ~,Puducherry
N. Tamizh Marane,IND,1,Post Graduate,46,,,Puducherry
Ramesh.D,IND,0,Others,49,"Rs 3,65,000  ~ 3 Lacs+",Rs 0  ~,Puducherry
S. Mothilal,CPI(ML)(L),1,10th Pass,40,"Rs 17,84,000  ~ 17 Lacs+","Rs 2,00,000  ~ 2 Lacs+",Puducherry
S. Thirugnanam,Anti Corruption Dynamic Party,0,10th Pass,55,"Rs 50,000  ~ 50 Thou+",Rs 0  ~,Puducherry
Thangavelu.S,IND,1,Graduate Professional,34,"Rs 60,181  ~ 60 Thou+",Rs 0  ~,Puducherry
Tiravitamankai Alias Lourdhumary,IND,0,Post Graduate,57,,,Puducherry
V. Ramamurthi,IND,0,8th Pass,74,"Rs 2,246  ~ 2 Thou+",Rs 0  ~,Puducherry
V. Vaithilingam,INC,0,Graduate,68,"Rs 10,80,15,548  ~ 10 Crore+","Rs 5,20,989  ~ 5 Lacs+",Puducherry
Advocate Prabhjot Singh,IND,0,Post Graduate,29,"Rs 19,378  ~ 19 Thou+","Rs 21,402  ~ 21 Thou+",Punjab
Ajaib Singh,Rashtriya Janshakti Party (Secular),0,10th Pass,45,"Rs 12,35,000  ~ 12 Lacs+",Rs 0  ~,Punjab
Ajay Kumar,Indian Democratic Republican Front,0,12th Pass,40,"Rs 3,66,800  ~ 3 Lacs+",Rs 0  ~,Punjab
Ajay Singh Dharmendra Deol (Sunny Deol),BJP,0,Others,59,"Rs 87,19,25,679  ~ 87 Crore+","Rs 53,46,44,785  ~ 53 Crore+",Punjab
Amandeep Kaur,Peoples Party of India (Democratic),0,Post Graduate,29,,,Punjab
Amandeep Singh Ghotra,IND,0,Graduate,39,"Rs 27,06,333  ~ 27 Lacs+",Rs 0  ~,Punjab
Amar Singh,INC,0,Post Graduate,65,"Rs 3,28,08,836  ~ 3 Crore+",Rs 0  ~,Punjab
Amarpreet Singh,IND,0,Doctorate,38,"Rs 25,01,972  ~ 25 Lacs+","Rs 8,50,661  ~ 8 Lacs+",Punjab
Amrik Singh,IND,1,8th Pass,36,"Rs 1,21,74,600  ~ 1 Crore+","Rs 13,66,500  ~ 13 Lacs+",Punjab
Amrinder Singh Raja Warring,INC,0,10th Pass,41,,,Punjab
Amrish Kumar,IND,0,Graduate,54,"Rs 4,98,000  ~ 4 Lacs+",Rs 0  ~,Punjab
Ashish Garg,IND,0,12th Pass,38,"Rs 21,10,000  ~ 21 Lacs+","Rs 16,30,000  ~ 16 Lacs+",Punjab
Ashok Kumar,Rashtriya Lokswaraj Party,0,10th Pass,41,"Rs 2,66,500  ~ 2 Lacs+",Rs 0  ~,Punjab
Ashwani Kumar,SHS,0,Graduate,39,"Rs 32,44,893  ~ 32 Lacs+",Rs 0  ~,Punjab
Ashwani Kumar,CPI(ML)(L),0,10th Pass,35,,,Punjab
Ashwani Kumar,Hindustan Shakti Sena,0,Others,46,"Rs 61,95,000  ~ 61 Lacs+","Rs 21,00,000  ~ 21 Lacs+",Punjab
Avtar Singh,IND,0,8th Pass,59,"Rs 58,67,000  ~ 58 Lacs+","Rs 2,70,000  ~ 2 Lacs+",Punjab
Baba Amarjit Singh Khalsa,Bhartiya Lok Seva Dal,0,10th Pass,41,"Rs 6,26,900  ~ 6 Lacs+",Rs 0  ~,Punjab
Baba Sukhwinder Singh Gill,NCP,0,12th Pass,43,"Rs 28,93,000  ~ 28 Lacs+",Rs 0  ~,Punjab
Badal Singh,IND,0,8th Pass,35,,,Punjab
Bagga Singh,IND,0,Graduate,28,"Rs 4,55,000  ~ 4 Lacs+",Rs 0  ~,Punjab
Bal Krishan,IND,0,10th Pass,58,"Rs 3,30,77,070  ~ 3 Crore+","Rs 7,25,697  ~ 7 Lacs+",Punjab
Baldeep Singh,IND,0,Doctorate,36,"Rs 51,15,197  ~ 51 Lacs+","Rs 4,50,000  ~ 4 Lacs+",Punjab
Baldev Raj Katna,Nationalist Justice Party,0,Post Graduate,64,"Rs 5,000  ~ 5 Thou+",Rs 0  ~,Punjab
Baldev Singh,Punjab Ekta Party,0,12th Pass,61,,,Punjab
Baljinder Kumar Sangila,Socialist Party (India),1,12th Pass,55,"Rs 11,47,000  ~ 11 Lacs+","Rs 60,000  ~ 60 Thou+",Punjab
Baljinder Sodhi,Nationalist Justice Party,0,12th Pass,34,"Rs 2,42,192  ~ 2 Lacs+","Rs 2,61,203  ~ 2 Lacs+",Punjab
Baljit Kaur,IND,0,Graduate,42,"Rs 53,43,729  ~ 53 Lacs+","Rs 16,23,584  ~ 16 Lacs+",Punjab
Baljit Singh,Bharat Prabhat Party,0,Graduate,54,"Rs 5,34,78,000  ~ 5 Crore+","Rs 11,77,000  ~ 11 Lacs+",Punjab
Balkar Singh,IND,3,10th Pass,46,,,Punjab
Balkar Singh,IND,0,Literate,49,"Rs 26,32,500  ~ 26 Lacs+","Rs 8,66,698  ~ 8 Lacs+",Punjab
Balwant Singh Khalsa,Janral Samaj Party,0,Others,64,"Rs 81,93,409  ~ 81 Lacs+","Rs 3,00,000  ~ 3 Lacs+",Punjab
Balwinder Kaur,Jai Jawan Jai Kisan Party,1,Post Graduate,35,"Rs 2,59,993  ~ 2 Lacs+",Rs 0  ~,Punjab
Balwinder Kumar,BSP,0,Post Graduate,40,"Rs 10,48,289  ~ 10 Lacs+","Rs 32,500  ~ 32 Thou+",Punjab
Balwinder Singh,IND,0,Illiterate,46,,,Punjab
Balwinder Singh Sandhu,Bharat Prabhat Party,0,Graduate,61,"Rs 92,25,079  ~ 92 Lacs+","Rs 1,50,000  ~ 1 Lacs+",Punjab
Bandeep Singh,AAP,0,12th Pass,35,"Rs 50,69,771  ~ 50 Lacs+",Rs 0  ~,Punjab
Banwari Lal,IND,0,12th Pass,57,"Rs 43,91,000  ~ 43 Lacs+","Rs 50,000  ~ 50 Thou+",Punjab
Bargava Reddy D,Pyramid Party of India,0,Graduate,31,"Rs 1,83,000  ~ 1 Lacs+",Rs 0  ~,Punjab
Bhagwant Mann,AAP,0,12th Pass,45,,,Punjab
Bhagwant Singh Samaon,CPI(ML)(L),0,8th Pass,40,"Rs 57,000  ~ 57 Thou+","Rs 15,000  ~ 15 Thou+",Punjab
Bhantbir Singh,IND,0,Post Graduate,58,"Rs 3,10,69,500  ~ 3 Crore+","Rs 23,40,000  ~ 23 Lacs+",Punjab
Bhola Singh,Bhartiya Lok Seva Dal,0,10th Pass,43,"Rs 37,127  ~ 37 Thou+",Rs 0  ~,Punjab
Bhola Singh Sahota,IND,0,10th Pass,47,"Rs 12,65,000  ~ 12 Lacs+","Rs 1,32,386  ~ 1 Lacs+",Punjab
Bhupinder Singh Bhainda Waring,Samaj Adhikar Kalyan Party,0,5th Pass,41,,,Punjab
Bintu Kumar Taank,Ambedkar National Congress,1,5th Pass,42,"Rs 80,000  ~ 80 Thou+",Rs 0  ~,Punjab
Bir Devinder Singh,Shiromani Akali Dal (Taksali),0,Post Graduate,70,"Rs 8,52,48,148  ~ 8 Crore+","Rs 2,28,221  ~ 2 Lacs+",Punjab
Buta Ram Gulati,IND,0,10th Pass,38,"Rs 6,57,000  ~ 6 Lacs+","Rs 75,000  ~ 75 Thou+",Punjab
Chain Singh Bainka,IND,0,10th Pass,31,"Rs 3,000  ~ 3 Thou+",Rs 0  ~,Punjab
Chanan Singh Wattu,Bahujan Mukti Party,0,Graduate,65,,,Punjab
Chand Kumar,IND,0,12th Pass,28,"Rs 1,16,000  ~ 1 Lacs+",Rs 0  ~,Punjab
Charan Dass,IND,0,Post Graduate,66,"Rs 49,18,943  ~ 49 Lacs+","Rs 1,50,000  ~ 1 Lacs+",Punjab
Charanjit Singh,SAD,0,Graduate Professional,82,"Rs 3,86,33,246  ~ 3 Crore+","Rs 22,97,303  ~ 22 Lacs+",Punjab
Daljit Singh,Peoples Party of India(secular),0,Others,40,"Rs 2,02,000  ~ 2 Lacs+",Rs 0  ~,Punjab
Darbara Singh Guru,SAD,1,Post Graduate,66,,,Punjab
Darshan Singh,IND,0,8th Pass,39,"Rs 3,35,000  ~ 3 Lacs+",Rs 0  ~,Punjab
Darshan Singh,Jai Jawan Jai Kisan Party,0,12th Pass,Unknown,"Rs 47,28,500  ~ 47 Lacs+","Rs 94,900  ~ 94 Thou+",Punjab
Daswinder Kaur,CPI,0,Graduate,55,"Rs 6,61,000  ~ 6 Lacs+",Rs 0  ~,Punjab
Davinder Singh,IND,0,10th Pass,41,"Rs 19,19,000  ~ 19 Lacs+",Rs 0  ~,Punjab
Dayal Chan,IND,0,Illiterate,60,,,Punjab
Desa Singh,IND,0,5th Pass,51,"Rs 3,44,570  ~ 3 Lacs+","Rs 60,000  ~ 60 Thou+",Punjab
Devinder Bhagria,Hindustan Shakti Sena,0,10th Pass,44,"Rs 1,34,36,981  ~ 1 Crore+","Rs 77,63,578  ~ 77 Lacs+",Punjab
Dharam Pal,Nationalist Justice Party,0,Graduate,65,"Rs 2,83,65,452  ~ 2 Crore+","Rs 3,60,000  ~ 3 Lacs+",Punjab
Dharam Vira Gandhi,Nawan Punjab Party,0,Post Graduate,68,"Rs 4,49,84,048  ~ 4 Crore+","Rs 1,10,000  ~ 1 Lacs+",Punjab
Dildar Singh,Ambedkarite Party of India,0,Post Graduate,35,,,Punjab
Dr Swarn Singh,Apna Samaj Party,2,Graduate Professional,69,"Rs 11,07,72,000  ~ 11 Crore+",Rs 0  ~,Punjab
Dr. Brijesh Kumar Bangar,Peoples Party of India (Democratic),0,Post Graduate,42,"Rs 52,18,800  ~ 52 Lacs+","Rs 18,55,194  ~ 18 Lacs+",Punjab
Dr. Daljit Singh Chauhan,NCP,0,Graduate Professional,37,"Rs 15,39,000  ~ 15 Lacs+","Rs 10,14,718  ~ 10 Lacs+",Punjab
Dr. Jagsir Singh Mrar,Bahujan Mukti Party,0,10th Pass,38,"Rs 3,43,279  ~ 3 Lacs+",Rs 0  ~,Punjab
Dr. Sukhdeep Kaur,Janral Samaj Party,0,Post Graduate,40,,,Punjab
Faqir Chand,SHS,0,10th Pass,69,"Rs 35,50,000  ~ 35 Lacs+",Rs 0  ~,Punjab
Gagandeep Kumar,SHS,0,Post Graduate,37,"Rs 1,61,39,099  ~ 1 Crore+",Rs 0  ~,Punjab
Gautam,IND,0,Graduate,25,"Rs 36,000  ~ 36 Thou+",Rs 0  ~,Punjab
Gulzar Singh Ranike,SAD,1,Literate,61,"Rs 8,29,57,653  ~ 8 Crore+",Rs 0  ~,Punjab
Gurbachan Singh,Samaj Adhikar Kalyan Party,0,10th Pass,43,,,Punjab
Gurbinder Singh,Peoples Party of India (Democratic),0,12th Pass,34,"Rs 2,59,176  ~ 2 Lacs+","Rs 23,644  ~ 23 Thou+",Punjab
Gurcharan Singh,IND,0,8th Pass,34,"Rs 1,69,000  ~ 1 Lacs+",Rs 0  ~,Punjab
Gurcharan Singh Machhiwara,IND,0,12th Pass,44,"Rs 6,74,100  ~ 6 Lacs+",Rs 0  ~,Punjab
Gurjeet Singh,IND,1,10th Pass,37,"Rs 76,60,938  ~ 76 Lacs+","Rs 6,21,812  ~ 6 Lacs+",Punjab
Gurjeet Singh Aujla,INC,0,12th Pass,46,,,Punjab
Gurjit Singh,Sarvjan Sewa Party,0,10th Pass,33,"Rs 5,25,867  ~ 5 Lacs+",Rs 0  ~,Punjab
Gurmail Singh,IND,0,12th Pass,46,"Rs 8,62,400  ~ 8 Lacs+",Rs 0  ~,Punjab
Gurmeet Singh Insa,Punjab Labour Party,2,12th Pass,49,"Rs 37,30,000  ~ 37 Lacs+",Rs 0  ~,Punjab
Gurnam Singh,CPI(ML)(L),0,12th Pass,49,"Rs 13,62,826  ~ 13 Lacs+","Rs 3,81,162  ~ 3 Lacs+",Punjab
Gurnam Singh,IND,0,Graduate Professional,63,,,Punjab
Gursewak Singh,SAD (Amritsar)(Simranjit Singh Mann),0,12th Pass,58,"Rs 70,86,500  ~ 70 Lacs+","Rs 80,000  ~ 80 Thou+",Punjab
Gurupal Singh,Bharat Prabhat Party,0,12th Pass,50,"Rs 45,000  ~ 45 Thou+",Rs 0  ~,Punjab
Hans Raj Golden,CPI,2,12th Pass,54,"Rs 28,50,000  ~ 28 Lacs+",Rs 0  ~,Punjab
Harbhajan Singh Virk,IND,0,Post Graduate,52,"Rs 2,41,44,336  ~ 2 Crore+",Rs 0  ~,Punjab
Harchand Singh,Revolutionary Socialist Party,0,5th Pass,55,,,Punjab
Hardeep Singh Puri,BJP,0,Post Graduate,67,"Rs 34,05,05,737  ~ 34 Crore+","Rs 5,79,40,950  ~ 5 Crore+",Punjab
Hari Mitter,Peoples Party of India (Democratic),0,5th Pass,49,"Rs 8,03,049  ~ 8 Lacs+",Rs 0  ~,Punjab
Harjinder Singh,IND,0,Illiterate,27,"Rs 16,000  ~ 16 Thou+",Rs 0  ~,Punjab
Harjinder Singh Kaka Sran,AAP,0,Graduate,49,"Rs 61,22,270  ~ 61 Lacs+","Rs 2,00,000  ~ 2 Lacs+",Punjab
Harjit Kaur,IND,0,10th Pass,31,,,Punjab
Harmander Singh,Samaj Adhikar Kalyan Party,0,5th Pass,37,"Rs 6,86,500  ~ 6 Lacs+",Rs 0  ~,Punjab
Harmesh Sharma,Jai Jawan Jai Kisan Party,0,12th Pass,47,"Rs 1,59,60,000  ~ 1 Crore+","Rs 10,00,000  ~ 10 Lacs+",Punjab
Harpal Singh,IND,0,Graduate,46,"Rs 84,89,000  ~ 84 Lacs+","Rs 10,00,000  ~ 10 Lacs+",Punjab
Harpal Singh,Ambedkarite Party of India,0,Post Graduate,61,"Rs 24,37,000  ~ 24 Lacs+",Rs 0  ~,Punjab
Harpreet Singh,IND,1,10th Pass,39,,,Punjab
Harsimrat Kaur Badal,SAD,0,10th Pass,52,"Rs 2,17,99,19,870  ~ 217 Crore+","Rs 95,48,52,600  ~ 95 Crore+",Punjab
Jagan Nath Bajwa,Hum Bhartiya Party,0,5th Pass,60,"Rs 36,83,182  ~ 36 Lacs+","Rs 4,81,000  ~ 4 Lacs+",Punjab
Jagir Kaur,SAD,1,Graduate Professional,65,"Rs 13,91,93,710  ~ 13 Crore+","Rs 50,98,845  ~ 50 Lacs+",Punjab
Jagir Kaur,IND,0,Illiterate,48,"Rs 4,65,000  ~ 4 Lacs+",Rs 0  ~,Punjab
Jagmail Singh,IND,0,12th Pass,32,,,Punjab
Jagmeet Singh,IND,0,Graduate,38,"Rs 31,19,000  ~ 31 Lacs+",Rs 0  ~,Punjab
Jagmohan Krishan,Janral Samaj Party,0,Post Graduate,61,"Rs 2,49,78,160  ~ 2 Crore+","Rs 1,58,806  ~ 1 Lacs+",Punjab
Jagneet Singh,IND,0,12th Pass,25,"Rs 1,20,728  ~ 1 Lacs+","Rs 5,120  ~ 5 Thou+",Punjab
Jai Parkash Jain,IND,0,10th Pass,40,"Rs 15,37,037  ~ 15 Lacs+",Rs 0  ~,Punjab
Jasbir Singh,IND,1,Illiterate,55,,,Punjab
Jasbir Singh,Bahujan Samaj Party (Ambedkar),0,5th Pass,33,"Rs 2,51,000  ~ 2 Lacs+",Rs 0  ~,Punjab
Jasbir Singh Gill,INC,0,Others,48,"Rs 8,13,93,500  ~ 8 Crore+","Rs 46,55,000  ~ 46 Lacs+",Punjab
Jasdeep Singh,IND,0,10th Pass,30,"Rs 39,28,190  ~ 39 Lacs+","Rs 12,69,143  ~ 12 Lacs+",Punjab
Jaspal Singh,IND,0,5th Pass,42,"Rs 4,31,000  ~ 4 Lacs+",Rs 0  ~,Punjab
Jasraj Singh Longia,Lok Insaaf Party,0,Graduate,46,,,Punjab
Jaswant Singh,Rashtriya Janshakti Party (Secular),0,Literate,56,"Rs 22,30,000  ~ 22 Lacs+",Rs 0  ~,Punjab
Jaswinder Singh,IND,0,Literate,36,"Rs 3,51,500  ~ 3 Lacs+","Rs 80,000  ~ 80 Thou+",Punjab
Jatinder Singh Thind,IND,1,Graduate,31,"Rs 5,83,000  ~ 5 Lacs+","Rs 1,00,000  ~ 1 Lacs+",Punjab
Jodh Singh Thandi,Bhartiya Lok Seva Dal,0,12th Pass,59,"Rs 68,67,190  ~ 68 Lacs+","Rs 6,86,149  ~ 6 Lacs+",Punjab
Jora Singh Sroay,AAP,0,Graduate Professional,69,,,Punjab
Kabal Singh,IND,0,10th Pass,58,"Rs 4,99,000  ~ 4 Lacs+","Rs 27,190  ~ 27 Thou+",Punjab
Kamaljeet Singh,Democratic Party of India (Ambedkar),0,5th Pass,50,"Rs 3,60,000  ~ 3 Lacs+","Rs 35,000  ~ 35 Thou+",Punjab
Karam Singh,IND,0,12th Pass,42,"Rs 16,40,000  ~ 16 Lacs+",Rs 0  ~,Punjab
Karandeep Singh,IND,0,Others,41,"Rs 35,04,010  ~ 35 Lacs+","Rs 3,78,423  ~ 3 Lacs+",Punjab
Kartar Singh,IND,0,8th Pass,67,,,Punjab
Kashmir Singh,IND,0,10th Pass,40,"Rs 6,18,277  ~ 6 Lacs+",Rs 0  ~,Punjab
Kashmir Singh,IND,0,Illiterate,66,"Rs 51,80,900  ~ 51 Lacs+",Rs 0  ~,Punjab
Kashmir Singh,IND,0,5th Pass,60,"Rs 16,01,000  ~ 16 Lacs+",Rs 0  ~,Punjab
Kasim Deen,IND,0,Illiterate,44,"Rs 1,46,300  ~ 1 Lacs+",Rs 0  ~,Punjab
Kawaljeet Singh,Hind Congress Party,1,5th Pass,54,,,Punjab
Kawaljit Singh Sahota,Bahujan Samaj Party (Ambedkar),0,10th Pass,39,"Rs 2,82,275  ~ 2 Lacs+",Rs 0  ~,Punjab
Kewal Krishan,Bahujan Mukti Party,0,Post Graduate,63,"Rs 22,00,000  ~ 22 Lacs+","Rs 50,000  ~ 50 Thou+",Punjab
Kewal Singh Dhillon,INC,0,12th Pass,68,"Rs 1,31,07,93,341  ~ 131 Crore+","Rs 10,06,05,212  ~ 10 Crore+",Punjab
Khajan Singh,Nationalist Justice Party,0,8th Pass,40,"Rs 3,08,000  ~ 3 Lacs+",Rs 0  ~,Punjab
Khushi Ram,BSP,0,Graduate Professional,68,,,Punjab
Kirpal Kaur,IND,0,12th Pass,34,"Rs 8,91,47,280  ~ 8 Crore+","Rs 25,000  ~ 25 Thou+",Punjab
Kshmakant Pandey,Hindustan Shakti Sena,0,12th Pass,46,"Rs 10,15,205  ~ 10 Lacs+","Rs 4,75,000  ~ 4 Lacs+",Punjab
Kuldeep Singh,IND,1,10th Pass,29,"Rs 60,000  ~ 60 Thou+",Rs 0  ~,Punjab
Kuldeep Singh Sahota,IND,0,10th Pass,51,"Rs 2,18,030  ~ 2 Lacs+",Rs 0  ~,Punjab
Kuldip Singh Dhaliwal,AAP,0,10th Pass,58,,,Punjab
Kulwinder Kaur,Ambedkarite Party of India,0,10th Pass,57,"Rs 45,55,000  ~ 45 Lacs+","Rs 4,96,000  ~ 4 Lacs+",Punjab
Lachhman Singh,IND,0,8th Pass,62,"Rs 50,000  ~ 50 Thou+",Rs 0  ~,Punjab
Lakhwinder Singh Sidhu,RPI(A),0,10th Pass,58,"Rs 1,31,750  ~ 1 Lacs+",Rs 0  ~,Punjab
Lal Chand,IND,0,8th Pass,33,"Rs 3,62,982  ~ 3 Lacs+","Rs 61,250  ~ 61 Thou+",Punjab
Lal Chand,Revolutionary Marxist Party of India,0,10th Pass,49,,,Punjab
Madan Lal,Republican Party of India (Reformist),0,10th Pass,42,"Rs 1,55,000  ~ 1 Lacs+",Rs 0  ~,Punjab
Maheshinder Singh Grewal,SAD,0,Graduate Professional,69,"Rs 4,16,21,765  ~ 4 Crore+",Rs 0  ~,Punjab
Makhan Singh,IND,0,5th Pass,46,"Rs 1,09,55,000  ~ 1 Crore+","Rs 13,00,000  ~ 13 Lacs+",Punjab
Malvinder Singh Benipal,JD(U),0,Post Graduate,51,"Rs 59,32,02,784  ~ 59 Crore+","Rs 1,21,18,041  ~ 1 Crore+",Punjab
Mangalsingh,Democratic Party of India,0,Not Given,41,,,Punjab
Manish Kumar,Bhartiya Janraj Party,0,12th Pass,37,"Rs 35,463  ~ 35 Thou+",Rs 0  ~,Punjab
Manish Tewari,INC,0,Graduate Professional,53,"Rs 15,46,37,860  ~ 15 Crore+",Rs 0  ~,Punjab
Manjeet Singh,IND,0,Post Graduate,27,"Rs 61,79,640  ~ 61 Lacs+","Rs 8,87,000  ~ 8 Lacs+",Punjab
Manjinder Singh,AAP,2,12th Pass,33,"Rs 44,11,000  ~ 44 Lacs+",Rs 0  ~,Punjab
Manjit Kaur,IND,0,Illiterate,53,,,Punjab
Manmohan Singh,IND,0,Post Graduate,58,"Rs 3,53,66,395  ~ 3 Crore+","Rs 12,015  ~ 12 Thou+",Punjab
Manoj Kumar,IND,0,10th Pass,47,"Rs 5,14,000  ~ 5 Lacs+",Rs 0  ~,Punjab
Manwinder Singh,Lok Insaaf Party,0,Post Graduate,44,"Rs 76,89,077  ~ 76 Lacs+","Rs 44,79,598  ~ 44 Lacs+",Punjab
Mohammad Sadique,INC,0,5th Pass,79,"Rs 1,97,93,884  ~ 1 Crore+","Rs 3,11,043  ~ 3 Lacs+",Punjab
Mohan Lal,IND,0,10th Pass,37,,,Punjab
Mohan Singh,IND,0,10th Pass,29,"Rs 15,16,000  ~ 15 Lacs+","Rs 1,80,000  ~ 1 Lacs+",Punjab
Mohd. Naseem Ansari,Rashtriya Sahara Party,1,Illiterate,52,"Rs 1,67,745  ~ 1 Lacs+",Rs 0  ~,Punjab
Mohinder Singh,IND,1,Illiterate,59,"Rs 32,000  ~ 32 Thou+",Rs 0  ~,Punjab
Mohinder Singh,IND,0,Illiterate,77,"Rs 20,000  ~ 20 Thou+",Rs 0  ~,Punjab
Mohinder Singh Namdhari,IND,0,Graduate,70,,,Punjab
Mohinderpal Singh Dangarh,Bhartiya Lok Seva Dal,6,12th Pass,39,"Rs 1,30,33,873  ~ 1 Crore+","Rs 2,00,000  ~ 2 Lacs+",Punjab
Nahar Singh,IND,0,10th Pass,66,"Rs 1,11,60,000  ~ 1 Crore+","Rs 2,15,319  ~ 2 Lacs+",Punjab
Najeera Begam,Rashtriya Sahara Party,0,12th Pass,40,"Rs 53,79,882  ~ 53 Lacs+",Rs 0  ~,Punjab
Nanak Singh Chauhan,IND,0,8th Pass,64,"Rs 15,07,584  ~ 15 Lacs+",Rs 0  ~,Punjab
Naresh Kumar,Hindustan Shakti Sena,0,5th Pass,64,,,Punjab
Narinder Singh,AAP,1,Post Graduate,51,"Rs 25,57,12,677  ~ 25 Crore+","Rs 2,36,67,368  ~ 2 Crore+",Punjab
Neena Mittal,AAP,0,Graduate,47,"Rs 6,50,98,945  ~ 6 Crore+","Rs 1,78,76,777  ~ 1 Crore+",Punjab
Neetu,IND,0,Illiterate,35,"Rs 3,00,000  ~ 3 Lacs+","Rs 4,00,000  ~ 4 Lacs+",Punjab
Om Parkash,Bhartiya Janraj Party,0,10th Pass,42,"Rs 61,000  ~ 61 Thou+",Rs 0  ~,Punjab
Onkar Singh,IND,0,8th Pass,30,,,Punjab
Pala Singh,IND,0,8th Pass,74,"Rs 3,50,000  ~ 3 Lacs+",Rs 0  ~,Punjab
Pappu Kumar,IND,0,Illiterate,51,Nil,Rs 0  ~,Punjab
Paramjeet Singh Ranu,IND,0,Others,52,"Rs 1,74,50,707  ~ 1 Crore+","Rs 28,96,000  ~ 28 Lacs+",Punjab
Paramjit Kaur,IND,0,Illiterate,42,"Rs 2,50,000  ~ 2 Lacs+",Rs 0  ~,Punjab
Paramjit Kaur Khalra,Punjab Ekta Party,0,Post Graduate,65,,,Punjab
Paramjit Singh,Samaj Bhalai Morcha,1,8th Pass,42,"Rs 21,00,000  ~ 21 Lacs+",Rs 0  ~,Punjab
Paramjit Singh,IND,0,5th Pass,37,"Rs 4,10,000  ~ 4 Lacs+",Rs 0  ~,Punjab
Parampreet Singh,IND,1,Graduate,25,"Rs 80,000  ~ 80 Thou+",Rs 0  ~,Punjab
Pardeep Bawa,Samaj Adhikar Kalyan Party,0,8th Pass,46,"Rs 8,78,000  ~ 8 Lacs+",Rs 0  ~,Punjab
Parkash Chand Jassal,RPI(A),0,5th Pass,66,,,Punjab
Parminder Kumar,IND,0,Graduate,41,"Rs 51,48,844  ~ 51 Lacs+","Rs 2,35,000  ~ 2 Lacs+",Punjab
Parminder Singh,IND,1,12th Pass,38,"Rs 27,000  ~ 27 Thou+",Rs 0  ~,Punjab
Parminder Singh,Bharat Prabhat Party,0,Post Graduate,40,"Rs 35,014  ~ 35 Thou+",Rs 0  ~,Punjab
Parminder Singh Dhindsa,SAD,1,Post Graduate,43,"Rs 17,90,35,633  ~ 17 Crore+",Rs 0  ~,Punjab
Parveen Kumar,IND,0,12th Pass,38,,,Punjab
Parwinder Singh,Democratic Party of India (Ambedkar),0,12th Pass,32,"Rs 9,85,050  ~ 9 Lacs+",Rs 0  ~,Punjab
Parwinder Singh,IND,0,Graduate,30,"Rs 9,100  ~ 9 Thou+",Rs 0  ~,Punjab
Peter Masih,AAP,0,12th Pass,37,"Rs 27,68,778  ~ 27 Lacs+","Rs 7,77,377  ~ 7 Lacs+",Punjab
Prem Singh,SAD,1,Post Graduate,69,"Rs 12,69,71,695  ~ 12 Crore+",Rs 0  ~,Punjab
Prem Singh Mohanpur,IND,0,Graduate,62,,,Punjab
Preneet Kaur,INC,0,Graduate,74,"Rs 63,59,73,757  ~ 63 Crore+","Rs 4,24,53,369  ~ 4 Crore+",Punjab
Pritam Singh Bhatti,Janral Samaj Party,0,10th Pass,63,"Rs 27,71,500  ~ 27 Lacs+","Rs 7,36,098  ~ 7 Lacs+",Punjab
Prof. Baljinder Kaur,AAP,0,Post Graduate,33,"Rs 1,06,04,926  ~ 1 Crore+","Rs 3,45,000  ~ 3 Lacs+",Punjab
